"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"12564","PRPF8","5.412023","5.241389","5.856822","5.347172","5.810615","5.207736","5.783766","4.803360","5.749082","5.120234","5.181157","5.330168","5.458955","5.651148","6.304696","5.878112","5.739282","5.971997","5.885354","5.316456"
"12565","TLCD2","1.8695870","1.9323123","1.7744229","0.7525579","2.2401953","1.7643355","2.5465114","0.7525579","2.9657941","1.8817882","1.9069947","1.7296725","1.7554762","0.7525579","1.8363052","1.7171348","2.2853728","1.8005672","1.9074628","1.7568953"
"12566","SERPINF2","1.8695870","2.7017030","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.4058289","2.3868065","2.3133702","1.9069947","2.9678552","3.3018516","1.7099105","2.2529610","2.5909209","0.7525579","2.7352200","2.6638765","0.7525579"
"12567","SERPINF1","5.375540","4.554134","3.465072","4.674856","6.433960","5.397269","2.059268","6.505611","4.892817","5.442455","5.225789","6.603943","6.299425","4.953284","5.291411","6.348638","4.461344","4.447323","4.170987","5.346959"
"12568","SMYD4","3.892851","2.957428","3.341843","2.959766","3.156853","3.036057","2.892395","2.405829","3.805370","2.624621","3.308684","3.114642","3.536047","3.433214","3.597105","3.219979","3.765415","4.318047","3.744682","3.642979"
"12569","RPA1","6.514773","5.918428","6.443748","6.288095","6.497821","5.871926","6.636513","6.272337","5.383778","6.329812","6.451518","5.875691","5.909424","5.673096","6.230033","5.672187","6.174353","6.642989","6.067952","5.740571"
"12570","SCDP1","3.059435","5.889717","3.341843","5.229459","2.779878","2.672898","2.546511","3.834426","3.527887","4.642434","3.308684","3.580556","3.736245","4.953284","2.796179","5.508228","4.461344","3.741413","4.498217","5.763349"
"12571","SOX9","10.519841"," 6.606069"," 9.207279"," 5.740300"," 6.780534"," 5.028127"," 8.166795"," 3.205634"," 8.134039"," 6.778328"," 8.818815"," 8.989659"," 8.665085"," 7.444477"," 9.257590"," 6.702781"," 8.640116"," 7.698354"," 7.326188"," 8.316113"
"12572","SPPL2C","0.7525579","1.9323123","2.6903021","1.7255874","0.7525579","1.7643355","0.7525579","0.7525579","1.9373531","0.7525579","0.7525579","0.7525579","0.7525579","2.0837121","2.2529610","1.7171348","1.8606836","1.8005672","3.4703246","0.7525579"
"12573","MAPT-IT1","2.2971911","4.3145747","4.4425242","3.7555070","0.7525579","3.7567554","4.4901535","2.9897092","3.3650697","2.8730246","2.6631623","2.3884445","2.1449566","3.7178125","3.7132378","4.3523224","3.7654150","3.3965276","4.6373863","2.8533594"
"12574","STH","3.238430","7.132300","6.443748","7.073267","3.692563","6.429616","5.822027","4.441612","6.527566","6.834331","4.568428","3.367366","3.536047","7.431673","7.042938","6.837087","6.132013","7.512693","7.396124","6.379135"
"12575","SPOP","6.043383","6.153930","4.892840","6.345728","5.860074","6.244841","5.384122","5.783793","4.410052","6.097748","5.540303","5.467595","5.216983","6.019854","5.758273","5.694157","5.821542","5.883903","6.043241","5.346959"
"12576","SLC35B1","4.897788","4.224839","4.935139","4.374484","4.938227","4.474527","4.902128","4.865900","3.673527","4.286415","4.636311","4.142392","4.394534","4.333282","4.764239","4.558927","4.390869","4.621609","4.637386","4.455512"
"12577","FAM117A","4.845304","4.129045","3.779997","2.605667","3.156853","2.867170","3.391679","2.405829","2.965794","2.624621","3.308684","4.207082","4.884904","3.323608","4.470579","4.295624","4.823782","4.776931","4.498217","4.275986"
"12578","KAT7","6.111452","5.768781","5.942067","6.066033","5.439586","6.032844","6.836537","5.648374","5.058485","5.735279","5.391628","5.441140","5.566210","5.894728","6.917741","6.277708","6.313456","5.837749","6.162764","5.973261"
"12579","CEP131","3.6666826","2.7017030","3.3418429","2.9597660","2.9818250","2.1568344","2.0592681","0.7525579","3.8053697","2.6246208","3.1263856","2.8025771","2.4289389","3.0736477","2.7961790","2.9429937","3.5201175","4.4473235","4.2601199","3.1706237"
"12580","NDUFAF8","7.894481","6.788128","5.789404","5.605147","5.706288","5.102688","4.170278","4.737964","6.876462","6.720061","7.067929","4.439878","5.402172","6.484191","6.754240","7.098061","7.321229","6.900264","7.880341","7.113741"
"12581","SLC38A10","3.538171","3.171294","3.465072","2.959766","3.799378","2.442802","2.546511","2.405829","3.673527","2.873025","3.308684","3.114642","3.301852","3.323608","3.470357","3.219979","3.378975","3.741413","3.309557","3.170624"
"12582","FAAP100","3.892851","2.380161","3.465072","2.104812","3.156853","1.764335","2.892395","1.951796","3.365070","2.873025","3.972900","3.246892","3.301852","2.357313","3.330748","2.590921","3.873592","4.098995","4.260120","3.021484"
"12583","PLD6","0.7525579","0.7525579","0.7525579","1.7255874","1.8267192","1.7643355","0.7525579","0.7525579","0.7525579","1.8817882","0.7525579","0.7525579","0.7525579","2.5782952","1.8363052","1.7171348","1.8606836","0.7525579","0.7525579","0.7525579"
"12584","FLCN","3.538171","4.224839","3.206371","2.959766","2.981825","2.867170","3.165127","2.405829","3.365070","2.873025","3.862982","2.967855","3.167719","4.276711","4.595372","3.646404","4.238500","3.635700","4.170987","4.070449"
"12585","COPS3","6.066432","6.640927","6.384092","5.902784","6.279006","7.401558","6.404202","7.396939","5.058485","5.792987","6.313831","5.752082","6.314873","6.086760","6.230033","6.669926","5.948990","6.207943","5.505694","5.851018"
"12586","NT5M","4.411515","3.518223","3.206371","2.959766","2.240195","3.443213","2.546511","1.951796","2.709356","2.873025","3.308684","3.765278","3.736245","5.274030","4.816372","3.972171","3.873592","3.931529","4.423188","4.664355"
"12587","RPL13P12","2.8524908","0.7525579","2.1703469","2.1048121","0.7525579","0.7525579","2.5465114","0.7525579","1.9373531","0.7525579","1.9069947","2.1103054","2.1449566","0.7525579","0.7525579","0.7525579","2.2853728","2.2053092","0.7525579","0.7525579"
"12588","TSEN15P1","3.0594346","1.9323123","1.7744229","3.5711173","4.3111552","1.7643355","0.7525579","3.3917001","0.7525579","0.7525579","2.6631623","2.1103054","1.7554762","2.5782952","0.7525579","1.7171348","0.7525579","0.7525579","0.7525579","0.7525579"
"12589","MED9","3.892851","2.957428","3.341843","2.104812","2.539829","3.036057","2.546511","2.405829","2.965794","2.313370","3.469418","3.849219","3.536047","3.073648","2.999263","3.449664","3.648166","3.521283","3.127219","3.021484"
"12590","RASD1","8.330040","6.356297","5.016167","5.032555","4.572074","6.228318","5.102288","3.834426","8.070970","6.186518","8.251819","9.694661","9.867173","8.053995","7.823504","8.328552","7.864151","7.691887","6.315012","9.183309"
"12591","RPL27","10.687078","11.014189","10.158264","10.295625","10.931006","11.057938","11.943312","12.037727","10.370583","10.745702","10.959085"," 9.993997","10.368607"," 9.291563","10.411807","10.344345","10.806876","10.287554","10.986458"," 9.540265"
"12592","TMEM132E","3.0594346","2.3801610","2.1703469","2.3820176","3.3116663","1.7643355","0.7525579","1.9517962","5.6488856","1.8817882","2.6631623","3.4780802","4.5600699","3.5347182","0.7525579","2.3687058","3.2215814","2.7352200","1.9074628","2.1468598"
"12593","IFI35","7.076515","5.097942","6.934339","4.581582","6.314908","3.756755","5.662477","4.803360","6.470044","5.249676","5.884190","8.349162","7.353424","4.841191","5.647821","5.077583","6.909918","6.225967","6.471342","5.717428"
"12594","TMEM11","4.337196","3.171294","3.682735","1.725587","3.311666","2.156834","2.059268","1.951796","1.937353","3.081351","3.469418","2.802577","3.167719","3.073648","4.470579","2.779057","3.873592","4.175832","3.973893","3.021484"
"12595","HOXB13","3.2384301","0.7525579","2.4585607","0.7525579","3.7993780","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","3.5805563","3.9113112","0.7525579","0.7525579","0.7525579","0.7525579","4.8251726","4.1709867","0.7525579"
"12596","NXPH3","4.6137197","1.9323123","1.7744229","3.1061922","0.7525579","2.1568344","2.0592681","0.7525579","2.3868065","1.8817882","2.6631623","2.6127831","3.0187002","4.2767112","4.5953722","3.7352223","4.3167243","4.3841517","3.9738927","3.9947229"
"12597","CDK12","5.090393","4.938556","4.849256","4.762418","4.891310","4.357148","5.822027","4.597458","5.958874","5.207812","4.422136","4.730349","4.884904","4.761274","5.559039","4.651999","5.493735","5.950474","5.610400","4.929630"
"12598","PNPO","3.396482","3.663582","3.779997","4.258428","4.511182","3.659896","3.586007","3.555481","4.637142","3.810127","3.743726","4.074606","3.826508","4.024753","3.175195","4.406848","3.873592","3.931529","3.744682","4.929630"
"12599","CYB5D2","7.121206","5.860422","5.394849","6.083081","5.439586","5.511030","4.285085","4.737964","5.005360","6.186518","5.991343","4.895668","4.506997","6.754848","6.089273","6.590223","5.493735","5.861011","5.182279","7.104859"
"12600","TRPV3","0.7525579","3.9154826","2.1703469","3.3583518","1.8267192","2.1568344","2.5465114","1.9517962","1.9373531","3.8101270","2.3467337","2.1103054","1.7554762","2.9286217","2.5546474","2.7790566","0.7525579","2.2053092","2.3473526","2.4311608"
"12601","SLC43A2","3.993593","2.380161","3.465072","2.382018","3.576881","2.442802","2.059268","2.405829","1.937353","3.420380","3.308684","3.580556","3.911311","3.534718","2.796179","3.735222","3.043394","3.259265","3.470325","3.539215"
"12602","THRA","2.6059041","2.3801610","2.1703469","2.6056667","0.7525579","2.4428016","2.0592681","0.7525579","0.7525579","1.8817882","2.3467337","2.6127831","1.7554762","3.0736477","2.2529610","2.5909209","1.8606836","3.3965276","3.6142679","3.6429786"
"12603","MPRIP","6.463617","5.860422","5.234961","4.960424","4.447576","5.367365","5.704052","3.205634","5.503421","5.164690","5.675045","4.592484","5.114595","6.313167","7.020968","6.292176","6.694147","7.039216","7.152324","6.862896"
"12604","TMEM256","2.8524908","2.7017030","2.6903021","3.5711173","2.7798779","3.0360573","2.0592681","1.9517962","2.3868065","3.4203804","2.3467337","1.7296725","3.0187002","4.0247528","2.9992626","0.7525579","2.2853728","3.6357002","3.3095575","0.7525579"
"12605","NLGN2","6.218210","4.554134","5.766212","4.844932","4.891310","4.229210","4.902128","2.731247","5.464636","4.114646","4.987310","5.209908","5.513582","6.532978","6.857030","5.952889","6.174353","5.971997","5.939928","6.085938"
"12606","CHRNB1","0.7525579","2.9574281","2.1703469","2.3820176","2.2401953","1.7643355","2.0592681","1.9517962","3.3650697","1.8817882","0.7525579","2.1103054","2.1449566","2.0837121","0.7525579","2.9429937","2.5922210","2.2053092","1.9074628","2.6600353"
"12607","TMEM88","0.7525579","2.7017030","2.4585607","2.1048121","0.7525579","2.1568344","0.7525579","1.9517962","2.3868065","2.3133702","1.9069947","2.8025771","1.7554762","4.2767112","0.7525579","3.5515266","2.2853728","3.5212832","2.9160413","3.9947229"
"12608","TRAPPC1","8.935227","8.586551","8.561713","7.900489","9.087872","7.687889","8.018306","8.361078","8.031762","8.125137","8.428937","8.815508","9.046633","8.889673","9.075098","8.792481","8.766523","8.279864","8.737778","8.801599"
"12609","CNTROB","3.059435","2.701703","3.341843","2.959766","2.779878","2.442802","3.391679","1.951796","3.673527","2.624621","2.915259","2.612783","3.301852","2.765466","3.470357","2.590921","3.378975","3.106516","2.916041","3.170624"
"12610","ALOX15B","2.8524908","3.6635817","0.7525579","0.7525579","1.8267192","0.7525579","0.7525579","2.4058289","2.3868065","3.0813505","2.3467337","2.1103054","2.6575796","0.7525579","3.1751950","0.7525579","1.8606836","1.8005672","0.7525579","1.7568953"
"12611","ALOX12B","0.7525579","0.7525579","0.7525579","1.7255874","1.8267192","1.7643355","0.7525579","0.7525579","0.7525579","1.8817882","0.7525579","0.7525579","0.7525579","2.3573135","0.7525579","2.7790566","0.7525579","0.7525579","0.7525579","1.7568953"
"12612","PER1","4.337196","5.565896","4.892840","3.468840","3.156853","3.555790","6.215977","2.989709","5.206993","4.203129","5.467885","5.078654","5.281400","4.988782","4.100291","4.352322","5.590789","4.447323","3.973893","5.316456"
"12613","VAMP2","3.666683","3.171294","3.341843","4.719307","2.779878","5.305624","3.165127","2.731247","2.965794","2.313370","3.469418","2.802577","2.428939","5.967553","3.330748","5.174655","2.592221","3.106516","3.614268","6.223655"
"12614","TMEM107","3.666683","3.355746","4.254136","3.993254","4.938227","3.932428","3.586007","3.701915","4.325538","3.261439","2.915259","4.268950","4.451875","4.024753","4.333809","3.972171","3.520118","4.017744","4.170987","3.539215"
"12615","BORCS6","1.8695870","0.7525579","0.7525579","2.1048121","2.2401953","1.7643355","2.0592681","0.7525579","1.9373531","2.3133702","1.9069947","1.7296725","0.7525579","2.0837121","2.2529610","1.7171348","0.7525579","1.8005672","1.9074628","0.7525579"
"12616","AURKB","4.4821489","0.7525579","3.2063711","0.7525579","3.9913217","0.7525579","2.0592681","0.7525579","1.9373531","1.8817882","3.1263856","1.7296725","3.0187002","0.7525579","5.1362519","0.7525579","3.5201175","3.6357002","3.6142679","0.7525579"
"12617","PFAS","3.538171","2.701703","2.690302","2.605667","2.981825","2.156834","3.586007","1.951796","4.139755","2.873025","3.126386","2.612783","3.018700","2.928622","3.330748","2.590921","3.765415","3.741413","3.127219","2.853359"
"12618","SLC25A35","3.784329","3.795188","4.382457","2.605667","2.981825","2.672898","2.059268","2.731247","2.965794","3.261439","2.346734","3.246892","2.850722","3.204410","2.999263","3.088668","3.221581","3.635700","3.614268","3.304857"
"12619","ARHGEF15","0.7525579","1.9323123","2.1703469","1.7255874","0.7525579","1.7643355","0.7525579","0.7525579","1.9373531","2.3133702","1.9069947","1.7296725","0.7525579","2.0837121","2.2529610","2.5909209","2.2853728","1.8005672","2.9160413","2.1468598"
"12620","RPL26","5.516226","3.355746","2.458561","3.755507","4.380999","3.659896","4.170278","3.834426","2.709356","4.020262","3.469418","2.967855","2.657580","3.717812","3.820445","3.449664","2.837470","2.934009","3.127219","4.846547"
"12621","MFSD6L","0.7525579","1.9323123","1.7744229","2.3820176","2.7798779","0.7525579","2.0592681","2.4058289","1.9373531","2.6246208","1.9069947","2.1103054","2.1449566","1.7099105","1.8363052","1.7171348","2.5922210","1.8005672","1.9074628","0.7525579"
"12622","PIK3R6","0.7525579","0.7525579","0.7525579","1.7255874","2.9818250","0.7525579","2.8923952","0.7525579","1.9373531","0.7525579","0.7525579","2.1103054","1.7554762","0.7525579","0.7525579","0.7525579","1.8606836","1.8005672","0.7525579","0.7525579"
"12623","NTN1","3.7843292","1.9323123","3.3418429","1.7255874","3.3116663","0.7525579","2.8923952","1.9517962","3.1801967","2.8730246","3.4694180","3.9284229","3.4239369","2.0837121","4.7101350","2.0934393","4.1557139","2.7352200","3.3095575","1.7568953"
"12624","STX8","6.111452","5.147367","5.200732","5.429535","5.810615","5.538118","6.064687","5.877604","5.749082","5.074358","5.575190","4.895668","4.965624","5.436918","5.176641","5.043710","5.493735","5.465126","5.505694","5.785771"
"12625","CFAP52","0.7525579","0.7525579","0.7525579","2.1048121","2.2401953","2.8671704","0.7525579","1.9517962","1.9373531","0.7525579","0.7525579","2.9678552","2.1449566","0.7525579","0.7525579","1.7171348","0.7525579","0.7525579","0.7525579","0.7525579"
"12626","USP43","0.7525579","1.9323123","0.7525579","2.6056667","1.8267192","3.0360573","0.7525579","0.7525579","0.7525579","2.3133702","0.7525579","2.3884445","1.7554762","3.0736477","3.9200336","3.4496636","0.7525579","3.1065165","2.9160413","3.1706237"
"12627","GLP2R","0.7525579","0.7525579","0.7525579","2.3820176","0.7525579","3.9324282","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.0934393","0.7525579","0.7525579","0.7525579","2.1468598"
"12628","RCVRN","1.8695870","1.9323123","1.7744229","2.1048121","0.7525579","2.6728982","0.7525579","0.7525579","1.9373531","2.6246208","1.9069947","2.1103054","3.0187002","2.7654660","3.1751950","3.0886685","1.8606836","0.7525579","0.7525579","1.7568953"
"12629","RPS27AP1","0.7525579","0.7525579","0.7525579","0.7525579","2.5398295","1.7643355","2.0592681","1.9517962","0.7525579","0.7525579","1.9069947","1.7296725","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.2053092","1.9074628","0.7525579"
"12630","MYH3","1.8695870","1.9323123","1.7744229","1.7255874","1.8267192","1.7643355","2.5465114","0.7525579","2.9657941","2.3133702","0.7525579","1.7296725","0.7525579","1.7099105","2.5546474","1.7171348","1.8606836","1.8005672","1.9074628","0.7525579"
"12631","SCO1","2.605904","2.957428","3.341843","3.666362","4.237703","3.756755","3.165127","3.391700","2.709356","3.261439","3.308684","2.967855","2.657580","3.073648","2.554647","3.088668","2.592221","2.499280","1.907463","3.170624"
"12632","ADPRM","3.538171","3.915483","4.382457","4.374484","3.991322","4.229210","4.902128","5.038647","5.541189","4.203129","3.743726","4.268950","3.826508","4.490642","3.820445","4.174953","3.974032","3.931529","3.127219","3.539215"
"12633","TMEM220","1.8695870","2.9574281","3.4650721","3.5711173","3.1568528","3.0360573","2.0592681","3.9554918","3.5278874","3.0813505","2.6631623","4.0746062","3.9912920","2.5782952","0.7525579","2.9429937","2.2853728","0.7525579","1.9074628","2.8533594"
"12634","SHISA6","1.8695870","1.9323123","3.9563490","3.7555070","0.7525579","3.4432134","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","5.5441598","3.5360468","4.4400951","0.7525579","3.8187300","3.6481656","1.8005672","2.3473526","3.9147005"
"12635","DNAH9","1.8695870","0.7525579","1.7744229","0.7525579","1.8267192","1.7643355","0.7525579","0.7525579","2.3868065","0.7525579","0.7525579","2.3884445","1.7554762","1.7099105","0.7525579","1.7171348","0.7525579","1.8005672","0.7525579","1.7568953"
"12636","ZNF18","4.897788","4.694066","4.608893","4.960424","4.237703","3.932428","5.102288","4.170302","5.464636","4.704103","4.568428","4.268950","3.911311","4.440095","4.403835","4.459364","4.975541","4.507814","4.075871","4.758348"
"12637","MAP2K4","3.538171","5.147367","3.870939","7.029986","3.898622","7.459312","4.391307","6.177188","4.139755","4.874608","4.497156","4.142392","3.991292","5.411019","4.816372","5.897174","4.067789","3.396528","3.973893","5.253436"
"12638","ELAC2","4.175780","3.915483","4.185352","3.666362","4.380999","3.756755","3.586007","3.701915","3.925866","3.810127","4.169966","4.074606","3.991292","3.879648","4.100291","3.972171","3.873592","3.396528","3.614268","3.739536"
"12639","HS3ST3A1","4.2587797","0.7525579","2.1703469","0.7525579","2.2401953","0.7525579","3.9082855","0.7525579","3.3650697","1.8817882","3.4694180","1.7296725","1.7554762","0.7525579","2.2529610","0.7525579","3.7654150","0.7525579","1.9074628","2.1468598"
"12640","CDRT15P1","4.087618","3.355746","4.935139","4.064349","4.380999","4.357148","3.586007","3.555481","4.833050","3.562809","3.308684","4.639931","4.272423","3.629278","4.595372","4.937012","5.767227","4.871842","5.576337","4.142324"
"12641","COX10","5.375540","4.554134","5.055027","4.674856","4.891310","4.634260","4.971998","4.803360","5.503421","4.819997","4.934462","4.773502","4.925832","5.244993","5.731444","5.043710","5.022757","4.621609","4.075871","4.712123"
"12642","CDRT15","0.7525579","0.7525579","2.4585607","0.7525579","3.3116663","2.4428016","0.7525579","2.4058289","0.7525579","2.8730246","1.9069947","1.7296725","1.7554762","3.3236083","5.7041062","2.9429937","6.1743535","2.7352200","5.1362123","2.6600353"
"12643","HS3ST3B1","1.8695870","0.7525579","0.7525579","0.7525579","1.8267192","0.7525579","0.7525579","0.7525579","1.9373531","0.7525579","3.1263856","0.7525579","0.7525579","0.7525579","0.7525579","1.7171348","3.2215814","0.7525579","0.7525579","0.7525579"
"12644","PRPSAP1","3.784329","3.795188","4.036877","3.755507","3.576881","3.555790","3.586007","3.834426","4.036856","3.081351","3.308684","3.849219","3.301852","4.024753","3.175195","3.339649","3.043394","2.934009","2.663877","3.021484"
"12645","SPHK1","3.7843292","2.9574281","2.1703469","0.7525579","3.7993780","0.7525579","3.5860068","1.9517962","3.9258663","3.4203804","3.4694180","4.6399313","5.4865278","2.0837121","6.0463949","2.3687058","3.8735922","3.6357002","2.9160413","3.0214838"
"12646","UBE2O","5.947313","4.881233","4.555563","4.481789","5.027691","4.634260","4.285085","2.731247","6.066325","4.439643","4.822535","4.592484","4.842774","6.241578","5.909526","5.819367","5.652036","6.171205","6.116138","6.408316"
"12647","CYGB","0.7525579","0.7525579","1.7744229","2.7949227","2.5398295","3.7567554","0.7525579","0.7525579","1.9373531","1.8817882","1.9069947","1.7296725","1.7554762","4.3332824","2.2529610","4.6062205","1.8606836","1.8005672","2.3473526","4.7583475"
"12648","ST6GALNAC2","2.8524908","2.7017030","2.1703469","1.7255874","2.2401953","0.7525579","0.7525579","1.9517962","1.9373531","3.2614393","1.9069947","4.8560925","3.3018516","2.0837121","1.8363052","1.7171348","0.7525579","1.8005672","0.7525579","0.7525579"
"12649","ST6GALNAC1","0.7525579","1.9323123","0.7525579","2.3820176","0.7525579","2.8671704","0.7525579","2.4058289","0.7525579","3.2614393","0.7525579","1.7296725","0.7525579","2.0837121","0.7525579","2.0934393","0.7525579","0.7525579","1.9074628","2.6600353"
"12650","RHBDF2","3.538171","4.314575","2.690302","2.605667","4.792603","2.867170","2.059268","2.989709","2.965794","3.420380","3.613334","4.268950","3.639745","3.204410","3.175195","3.551527","2.285373","2.934009","2.916041","3.739536"
"12651","SNHG20","1.8695870","1.9323123","0.7525579","2.1048121","1.8267192","2.4428016","0.7525579","1.9517962","2.3868065","1.8817882","1.9069947","2.1103054","2.1449566","2.7654660","0.7525579","2.3687058","0.7525579","2.2053092","0.7525579","2.1468598"
"12652","SEC14L1","3.396482","3.518223","3.055759","3.993254","3.450657","3.756755","3.908286","3.701915","3.365070","4.365089","3.743726","3.114642","2.657580","4.761274","4.653905","3.088668","3.043394","2.934009","3.614268","4.142324"
"12653","DBF4B","3.396482","3.663582","3.578171","3.993254","3.898622","3.555790","4.045346","2.731247","4.325538","3.562809","2.663162","3.114642","3.018700","4.276711","4.534339","3.551527","3.221581","4.621609","4.935565","2.660035"
"12654","ADAM11","1.8695870","2.3801610","3.0557587","3.8393083","1.8267192","3.9324282","2.0592681","0.7525579","2.9657941","0.7525579","1.9069947","2.1103054","1.7554762","5.2153570","1.8363052","5.0090185","1.8606836","3.1065165","4.0758708","4.9694330"
"12655","GJC1","2.2971911","1.9323123","2.6903021","1.7255874","0.7525579","2.6728982","2.0592681","3.2056343","1.9373531","3.4203804","2.6631623","2.6127831","2.8507220","1.7099105","3.3307484","2.0934393","3.5201175","1.8005672","2.9160413","0.7525579"
"12656","HIGD1B","2.6059041","5.2413887","4.9351386","6.4011441","0.7525579","6.6440740","4.9021284","6.2491325","3.9258663","5.7055342","4.0748629","4.2070819","4.2724229","4.6766306","2.9992626","5.5570102","3.8735922","2.4992798","4.2601199","4.9694330"
"12657","EFTUD2","4.175780","3.355746","3.682735","3.468840","4.572074","3.659896","5.102288","4.356798","4.325538","3.810127","3.972900","3.849219","4.066980","3.073648","4.403835","3.449664","4.067789","4.098995","3.863959","3.427029"
"12658","C1QL1","10.402552"," 4.881233"," 5.092863"," 4.532557"," 4.842806"," 4.012667"," 4.582592"," 5.192816"," 4.235683"," 5.848471"," 6.374457"," 8.768474"," 9.253095"," 6.036874"," 9.591503"," 5.694157"," 7.927381"," 8.081422"," 8.381730"," 7.387187"
"12659","CD7","0.7525579","0.7525579","0.7525579","1.7255874","1.8267192","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.1103054","2.4289389","0.7525579","2.2529610","1.7171348","1.8606836","0.7525579","2.3473526","0.7525579"
"12660","SECTM1","1.8695870","1.9323123","1.7744229","0.7525579","3.7993780","1.7643355","0.7525579","0.7525579","2.9657941","0.7525579","1.9069947","3.3673662","3.0187002","0.7525579","1.8363052","1.7171348","2.5922210","2.4992798","1.9074628","0.7525579"
"12661","OGFOD3","3.892851","2.957428","3.206371","2.605667","3.311666","2.156834","2.546511","1.951796","3.365070","2.624621","3.126386","2.388444","2.657580","3.204410","3.713238","3.219979","3.520118","4.017744","4.075871","3.170624"
"12662","TEKT3","1.8695870","2.3801610","1.7744229","2.6056667","0.7525579","2.8671704","3.3916793","0.7525579","3.1801967","1.8817882","1.9069947","2.8025771","2.4289389","3.0736477","0.7525579","2.3687058","2.5922210","0.7525579","0.7525579","3.1706237"
"12663","PMP22","1.8695870","1.9323123","0.7525579","1.7255874","1.8267192","0.7525579","2.0592681","0.7525579","0.7525579","2.6246208","1.9069947","0.7525579","0.7525579","1.7099105","0.7525579","0.7525579","0.7525579","0.7525579","1.9074628","1.7568953"
"12664","ACAP1","1.8695870","2.9574281","2.8858485","2.7949227","3.1568528","2.4428016","0.7525579","1.9517962","3.1801967","1.8817882","1.9069947","2.6127831","3.1677194","2.5782952","1.8363052","2.3687058","2.5922210","2.7352200","2.6638765","1.7568953"
"12665","ZBTB4","4.845304","6.177871","6.384092","6.133047","5.303076","6.070414","4.902128","4.170302","5.206993","5.546825","5.827468","5.686056","5.781780","7.231966","5.528185","7.073151","5.238018","5.465126","5.431401","6.993766"
"12666","MAPK8IP1P1","3.9935932","3.1712939","2.4585607","2.6056667","2.7798779","2.8671704","2.0592681","1.9517962","0.7525579","3.0813505","4.0748629","2.3884445","3.1677194","3.8010655","3.3307484","3.7352223","2.5922210","2.9340089","3.7446821","4.6149368"
"12667","ARL17B","0.7525579","1.9323123","0.7525579","2.1048121","1.8267192","1.7643355","2.0592681","1.9517962","1.9373531","1.8817882","0.7525579","2.1103054","2.4289389","2.5782952","1.8363052","2.3687058","0.7525579","2.2053092","1.9074628","1.7568953"
"12668","NSFP1","4.258780","3.171294","2.885848","5.347172","4.891310","6.797519","3.756412","5.332031","4.770680","4.286415","4.342946","3.246892","3.423937","6.691796","4.653905","5.532826","2.837470","4.447323","3.744682","6.379135"
"12669","ARL17A","1.869587","2.701703","1.774423","2.382018","2.240195","2.442802","2.059268","3.391700","3.805370","1.881788","1.906995","2.388444","2.144957","2.928622","3.713238","2.590921","2.592221","3.106516","3.309557","2.146860"
"12670","SNORD3A","0.7525579","1.9323123","0.7525579","0.7525579","0.7525579","2.1568344","4.1702781","3.3917001","3.5278874","2.8730246","2.6631623","0.7525579","0.7525579","0.7525579","0.7525579","2.0934393","0.7525579","0.7525579","1.9074628","2.8533594"
"12671","MAPK7","4.411515","2.701703","4.185352","2.382018","3.576881","2.442802","4.391307","2.405829","4.235683","2.624621","3.613334","3.849219","3.911311","2.578295","3.330748","2.942994","3.765415","4.175832","3.127219","3.170624"
"12672","MFAP4","8.376861","4.478667","6.368785","3.358352","6.105364","3.185826","6.592949","4.865900","4.565386","5.644134","5.991343","6.696213","5.666023","3.954067","4.710135","3.551527","4.712872","5.235002","5.039392","4.614937"
"12673","RNF112","3.059435","2.380161","2.170347","3.238138","3.311666","2.672898","2.059268","1.951796","2.709356","2.624621","2.663162","1.729672","1.755476","3.801066","3.470357","3.897542","2.837470","4.384152","4.498217","4.275986"
"12674","RPS2P46","0.7525579","0.7525579","0.7525579","2.3820176","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","1.7554762","0.7525579","0.7525579","0.7525579","1.8606836","2.4992798","2.3473526","0.7525579"
"12675","NPLOC4","5.299676","4.993676","4.555563","4.719307","5.111904","4.474527","5.662477","4.170302","6.326165","5.074358","4.342946","4.207082","4.611240","5.215357","5.589246","4.899606","5.068468","5.003374","5.226915","5.220859"
"12676","PDE6G","0.7525579","1.9323123","0.7525579","0.7525579","3.5768811","0.7525579","0.7525579","1.9517962","1.9373531","0.7525579","1.9069947","2.3884445","2.1449566","2.0837121","1.8363052","1.7171348","0.7525579","1.8005672","1.9074628","0.7525579"
"12677","OXLD1","5.134760","3.171294","4.113060","3.238138","3.898622","2.672898","2.892395","2.731247","4.139755","3.562809","4.422136","4.328237","4.560070","4.539458","4.915271","3.219979","3.765415","3.931529","4.343989","5.153400"
