"","SRR11862834","SRR11862836","SRR11862838","SRR11862840","SRR11862842","SRR11862846","SRR11862848","SRR11862850","SRR11862852","SRR11862856"
"CCNQP1","0","1","0","0","0","0","4","0","0","0"
"BRINP2","52","18","21"," 4"," 4","44","10","34","45","76"
"NEK7","11","28","38","22","21","28","27","16"," 7","19"
"SYT2","0","1","0","0","0","0","1","0","0","1"
"RPS6KC1","18","22","19","14","20","26","39","25","19","28"
"TMCC2"," 5"," 3"," 3"," 1"," 2","11"," 3","10"," 3","29"
"NUP133"," 7","14","14"," 8"," 6"," 7","11"," 6"," 4"," 4"
"RGS1","12","53","10","15","34","11","74","18","13"," 5"
"ABL2","14"," 9","13","10","13"," 9","16","24","29","28"
"PGBD2"," 4"," 5"," 3"," 4"," 4"," 4","13","11"," 8"," 8"
"FLVCR1"," 1"," 9"," 3"," 1"," 1"," 2","10"," 2"," 1"," 1"
"SLC41A1","11","29","11"," 9","18","11","28","17","12","17"
"ADSS2"," 7"," 8","12","10","14","11","32","21","13","13"
"PLD5","0","0","0","0","0","1","0","0","1","0"
"LMOD1"," 2"," 1"," 0"," 1"," 3"," 1","10"," 0"," 3"," 2"
"ACBD6"," 9","23"," 9"," 5"," 8","10","17","19","15","18"
"RBBP5","2","2","2","1","2","2","4","1","1","1"
"XPR1","16","27","16","13","11","16","80","28","17","21"
"KIF14","2","1","1","0","0","2","4","4","1","1"
"STYXL2","1","1","3","0","0","1","1","1","0","0"
"COLGALT2","14","21"," 3","14","11","24"," 4","12","20"," 6"
"PCNX2","18","44","18","20","33","15","15","25","20","23"
"SDCCAG8","26","31","34","31","48","20","48","15","21","17"
"SLC35F3","1","0","0","0","0","1","0","0","0","1"
"ZNF281","3","2","3","1","0","2","4","2","1","2"
"MAEL","1","4","1","1","1","1","1","0","1","0"
"ARID4B","26","23","15","29","46","17","20","24","21","22"
"SH3BP5L","6","2","2","3","2","3","6","5","3","6"
"WNT2B","0","1","0","0","2","0","1","0","0","1"
"GEMIN8P4","10"," 9"," 2"," 1"," 7"," 7","11","25"," 8","26"
"NUCKS1","367","307","260","172","238","240","332","365","360","331"
"MAP3K21","0","0","2","0","1","1","1","1","0","2"
"TIMM17A","46","63","80","47","52","46","69","63","79","67"
"CDC7","17"," 9"," 7"," 4"," 5"," 5","18","10"," 4"," 4"
"RABGAP1L-IT1","0","1","0","0","9","1","3","0","1","2"
"GPR52"," 2","14","12"," 1"," 4"," 4","12"," 2"," 3"," 2"
"SMYD3"," 8","11","13"," 8","13","10","15","10"," 6"," 9"
"KLHL20","23","21","22","18","19","23","41","41","24","32"
"NTPCR","14","15","12"," 7"," 9","11","12","15"," 9","13"
"HMGB3P6","0","3","5","2","1","1","6","0","0","4"
"RAB29","16","20","38","17","15","25","52","21","19","16"
"KCTD3"," 94","121"," 42"," 88"," 69","111","206"," 88"," 80"," 80"
"ZC3H12A"," 7"," 5"," 4","14","11"," 4"," 6"," 3","18"," 4"
"RBM34","1","0","0","0","0","0","1","1","0","1"
"KCNK1","1","0","0","0","0","5","0","3","0","7"
"SNORA59A","17","31","65","22","50","37","13","10"," 3"," 5"
"RNU1-7P","0","0","0","0","4","0","0","0","3","3"
"MIR760","0","0","0","0","0","0","0","0","0","0"
"SCARNA3"," 602","1181","1091","6371","5469","1877"," 753","1229"," 925"," 775"
"SNORA14B"," 356","1153"," 851","5287","7667","1315"," 503"," 382"," 348"," 449"
"SNORA70H"," 0"," 0"," 0"," 0"," 4"," 0","34"," 0","10","18"
"CAMK2N1","367"," 98"," 89"," 71","195","226","803","396","512","741"
"MUL1","48","74","25","20","23","53","61","39","64","38"
"FAM43B","26"," 4"," 6"," 2","12","11","37","11","26"," 8"
"CDA"," 3","10","10"," 1"," 7"," 6","10","17"," 5","12"
"CDC73"," 8","19","13"," 8"," 9"," 8","13","11","11"," 6"
"B3GALT2","3","0","0","0","0","3","0","6","0","2"
"PIN1P1","0","0","0","1","0","1","0","0","0","4"
"LRRC40","13","27","24","21","10","19","25","17","11"," 6"
"ANKRD13C","31","35","13","14","22","35","52","30","36","25"
"CTH"," 6"," 8"," 2","15","17"," 9"," 4"," 5"," 7"," 2"
"E2F2"," 5"," 3"," 2"," 0"," 0"," 1"," 4","13"," 1"," 9"
"ID3","162"," 89"," 36"," 20"," 19"," 97","300"," 49"," 73","192"
"RPL11","5378","2549","6077","7438","3535","4574","6189","6778","7163","9809"
"PITHD1","57","63","73","30","31","52","51","38","39","56"
"LYPLA2"," 51"," 33"," 60","  6"," 13"," 33"," 64","109"," 50"," 82"
"GALE","1","0","1","0","1","1","1","2","1","2"
"RFKP1"," 0"," 0"," 0"," 0"," 0"," 4"," 7"," 0"," 0","11"
"DUSP23","122","146","154"," 10","226"," 59","383"," 57"," 61","216"
"FCRL6","0","0","1","0","6","0","1","0","0","1"
"SLAMF8","1","0","8","0","1","0","1","0","0","1"
"CFAP45"," 2"," 3","14"," 6"," 3"," 4","18"," 4"," 7"," 1"
"ATP1A1","1","1","2","1","0","2","2","3","1","1"
"ZBTB41","13","18"," 7","19","12","16","18","14","16","12"
"EFNA4","8","2","5","1","5","2","6","7","7","7"
"EFNA1","12","25","10","31","12","18","55","34","20","14"
"SLC50A1"," 27"," 44","111"," 14"," 31"," 22"," 66"," 56"," 47"," 35"
"THBS3"," 4"," 4"," 3","11","16"," 4","20"," 7"," 9"," 8"
"MTX1P1","18"," 6","15"," 4","19","10","38","25","12","11"
"GBA","37","39","59","16","21","29","59","49","19","33"
"SCAMP3","23","39","30","13","21","31","58","46","34","26"
"CLK2","27","93","57","40","88","36","94","59","38","33"
"HCN3","1","1","0","0","0","0","0","2","1","1"
"CD34"," 2","19","10","12"," 3"," 2","15"," 6","11"," 5"
"PGD","223","142","201"," 58","108","104","140","252","175","124"
"DFFA","60","40","28","27","58","38","67","67","54","53"
"SNORA77"," 304"," 503"," 511","2050","2152","1139"," 857"," 643"," 722","1032"
"SNRPE","189","234","222","117"," 98","102","215","227","135","191"
"XKR8","4","2","4","1","1","5","9","1","4","8"
"FAM89A","0","1","2","0","1","1","4","6","0","0"
"C1orf131","3","7","5","8","4","3","7","5","7","4"
"LINC01144","0","3","1","0","3","0","3","2","1","3"
"TOE1"," 5"," 8","10"," 5","10"," 4","10","12"," 5"," 3"
"PPIAP36","8","4","0","0","0","0","2","0","6","8"
"CCDC163","2","9","2","8","8","5","6","2","7","1"
"MMACHC","14","19","12"," 2"," 9","11","18"," 8","16","26"
"LINC02897"," 7","11"," 1"," 1"," 7"," 2"," 7","10"," 6","13"
"ZNF731P","68","67","84","49","66","32","62","39","43","58"
"VN1R5","2","2","0","1","1","0","3","1","1","1"
"CHRM3","5","0","0","4","0","4","0","3","7","2"
"FAM102B"," 8"," 5","12"," 3"," 3"," 3","13"," 9"," 3"," 7"
"HENMT1"," 1","10"," 8"," 1"," 1"," 1","17"," 1"," 0"," 1"
"PRPF38B","39","51","29","84","37","37","49","70","47","40"
"STXBP3","28","48","36","14","28","33","64","29","30","17"
"RANP5","0","2","0","1","1","1","0","0","0","0"
"TMEM167B","48","46","47","74","62","50","74","59","62","41"
"DAP3"," 99"," 67","123"," 88"," 58"," 64","120","173","102"," 76"
"MSTO2P"," 4","16"," 4"," 4","10"," 4","26","19"," 8"," 5"
"SYT11","566","439"," 84","166","136","400","326","574","429","634"
"RIT1","25","40","63","38","17","38","54","26","23","13"
"KHDC4","12","20","16","34","47","11","13","16","23","19"
"SNORA80E","1090","1267","1449","6006","8525","2136"," 719","1416"," 871","1139"
"SSR2","14"," 7","12","25"," 5"," 9","12","11","12"," 9"
"UBQLN4","43","21","21","38","44","29","26","57","38","56"
"RAB25","0","0","1","0","2","0","1","4","0","1"
"SMG5"," 64"," 75"," 44"," 86","131"," 42","128","258","116","126"
"CCT3"," 43"," 78","121"," 54"," 36"," 62","108","112"," 64"," 66"
"MEX3A","28","11"," 6"," 3"," 2"," 8"," 5","20"," 5","14"
"CYP4X1"," 1"," 2"," 1"," 1"," 0"," 1"," 2"," 1"," 0","16"
"CYP4Z1","0","0","0","0","0","0","0","0","0","0"
"PDZK1IP1","2","0","1","0","7","1","4","0","3","9"
"FOXE3","0","2","1","0","1","0","0","3","1","1"
"FOXD2-AS1"," 8","20"," 4"," 0"," 6"," 1"," 8","52"," 9","11"
"VHLL","0","0","0","0","1","0","1","0","0","0"
"IGSF3","16"," 7"," 1"," 1"," 4","12","24","14"," 6"," 7"
"GLUL","  89"," 100"," 241","1590"," 563"," 211"," 285","  57"," 230"," 108"
"ELAVL4","0","0","0","0","0","0","0","0","0","0"
"COA6"," 7","11"," 5","10"," 2"," 7"," 9"," 8"," 6"," 7"
"CORT","0","0","0","1","0","1","1","0","0","5"
"AHCTF1"," 2"," 9"," 4"," 7"," 9"," 5","11"," 7"," 4"," 3"
"FRRS1","0","1","5","0","0","1","2","1","0","0"
"LRRC7","1","0","0","0","0","1","0","0","0","2"
"LEPR","1","2","2","2","0","1","3","0","0","0"
"PSMD4","126"," 68","124"," 79","164"," 92"," 80","100","104","130"
"TAGLN2","466","440","658","428","460","468","990","446","600","252"
"PEA15","1114"," 669"," 415"," 581"," 269"," 663"," 986"," 325"," 300"," 856"
"H6PD"," 7"," 8"," 8"," 3"," 9"," 6","15"," 2"," 4"," 4"
"DDOST","205","350","414"," 75"," 95","190","291","341","217","156"
"ZNF692"," 66"," 99"," 36"," 91","127"," 36"," 78","117","199","117"
"FGGY","33","28","17","50","21","19","37","48","39","25"
"DISC1","8","5","4","2","1","5","2","6","3","6"
"OLFM3","0","0","0","1","0","1","0","0","0","1"
"PRXL2B","90","19","16"," 3","15","33","48","28","22","33"
"DPM3"," 8","15"," 9"," 8","18"," 8","20","15","10","40"
"RXFP4"," 2"," 9"," 2"," 0"," 2"," 0"," 7","16"," 3"," 4"
"NPPB"," 0"," 2"," 0"," 0"," 2","11"," 5"," 0"," 9"," 0"
"KIAA2013","112"," 68"," 41"," 29"," 39","113","115"," 80"," 89"," 50"
"PLOD1"," 98"," 55","192"," 72"," 67"," 68"," 87","113","130"," 31"
"MIIP","126"," 60"," 25"," 32"," 39"," 55"," 93","104"," 92"," 92"
"RBBP4"," 63"," 87","106"," 46"," 37"," 56"," 89"," 93"," 56"," 67"
"KIAA1522","15"," 8"," 5"," 2"," 6"," 7","38"," 6"," 5","15"
"S100PBP"," 3","11"," 7"," 7"," 6"," 4","12"," 5"," 3"," 2"
"FNDC5","1","1","0","1","0","1","1","5","1","8"
"HPCA","13","12"," 1"," 6"," 3"," 5"," 6"," 2"," 3","35"
"TMEM54","57","42","22","11","45","32","50","13","14","29"
"UFC1","107"," 56"," 96"," 79"," 53","120"," 97","108","111","137"
"PPOX","1","4","5","1","7","2","6","6","3","4"
"B4GALT3","49","31","26","19","22","31","41","51","39","36"
"ADAMTS4","4","3","2","0","2","9","2","4","3","8"
"FCER1G"," 383"," 130","4087","  94"," 231"," 275"," 928"," 396"," 246"," 225"
"TOMM40L","15"," 7","16"," 3","14","10","18","10","13","21"
"PCP4L1"," 0"," 2"," 0"," 2"," 0"," 3"," 1"," 0"," 0","15"
"CFAP126","16"," 5","49"," 7"," 4"," 3","65"," 2"," 5"," 1"
"GPR89B","1","6","2","2","2","4","4","6","1","2"
"RNVU1-7","15"," 4"," 0"," 9"," 4"," 1"," 0"," 0"," 0"," 0"
"ABHD17AP1"," 98","103"," 32","  8"," 39"," 53"," 49"," 89"," 67","108"
"MFN2","41","28","22","45","27","40","36","46","58","38"
"ZMPSTE24"," 9","34","35"," 4"," 9","14","46"," 6"," 8"," 2"
"COL9A2","10"," 5"," 2"," 4"," 9","11","25","13","32","17"
"ZFP69B"," 6"," 7"," 9"," 4"," 5"," 3"," 8","10","10","10"
"MPZ","8","0","1","0","1","1","0","1","2","2"
"MTFR1L","15","36","30","31","43","21","49","32","36","37"
"AUNIP"," 6"," 8"," 7"," 0"," 0"," 2"," 9","15"," 3"," 6"
"PAQR7","33","26","23"," 3","13","24","40","50","27","32"
"STMN1","2","2","2","0","0","1","3","1","1","1"
"RNF220"," 2"," 8"," 2"," 1"," 3"," 9","12"," 3"," 9","16"
"TMEM53"," 6","12"," 4"," 2"," 4"," 4","11"," 6"," 6"," 3"
"ARMH1","1","3","0","2","1","0","6","1","1","3"
"KIF2C","28","28","27"," 2"," 3","13","24","30","12","10"
"RPS8"," 346"," 276"," 995"," 825"," 124","1368"," 486"," 420"," 716"," 501"
"SNORD46","0","6","0","5","3","1","0","0","0","0"
"BEST4","0","0","1","0","1","0","2","1","0","0"
"PLK3","13"," 9","23"," 9","18"," 8","31","10","14"," 7"
"PTCH2"," 5","17"," 2"," 1"," 7"," 2","11","19"," 6"," 7"
"EIF2B3"," 7"," 7","10"," 5","13"," 5","10","10","11"," 4"
"HECTD3","36","30","25","11","19","22","44","22","22","16"
"UROD"," 52"," 62"," 87"," 32"," 45"," 76","102"," 68"," 64"," 57"
"NOL9","21","18","26","15","27","18","46","15","20","11"
"ZBTB48"," 8"," 9","14"," 5","24"," 8","14"," 6","12"," 6"
"HEATR1","11","26","19","15","14","13","30","11","10"," 8"
"RPL35P1","14"," 2"," 4"," 9"," 2","23","11","12"," 1"," 8"
"MT1HL1"," 0"," 2"," 0"," 0"," 4"," 1","12"," 0"," 0"," 4"
"STX12","18","32","27","20","14","26","36","18","17","24"
"PPP1R8","18","14","29","26","21","21","18","19","18","14"
"SCARNA1"," 31","156"," 94","102","127","117","114","310"," 66","137"
"THEMIS2","12"," 6","24"," 0"," 4"," 9","22","11"," 4","13"
"RPA2","89","28","70","36","67","24","38","76","47","71"
"RNU1-2","0","0","0","3","2","0","0","0","0","0"
"MFAP2"," 4"," 3"," 2"," 1"," 4"," 0","17","44"," 1"," 2"
"ATP13A2","15"," 9"," 7"," 2"," 6"," 9","12","16","10","23"
"SDHB","31","32","51","45","17","21","51","49","44","50"
"PADI2","111"," 19"," 77","  2","  7","103","  5"," 53"," 22","125"
"CCN1","140"," 96"," 92","686","918","112","184"," 66","268"," 35"
"HHIPL2","1","1","4","1","3","0","9","0","1","1"
"TAF1A","14","25","14","19","22","10","33","10","13"," 6"
"MIA3"," 8"," 7","12","11","19"," 9","13","11"," 8"," 9"
"AIDA","15","25","70","31","21","28","83","25","27","18"
"BROX","14","17","22"," 4"," 4","10","25","16"," 5"," 5"
"TLR5","0","0","2","0","0","1","3","0","0","0"
"ZNF691","0","0","1","1","0","1","0","1","0","1"
"DISP1","1","3","1","1","1","1","4","3","1","2"
"GAPDHP58","0","1","4","1","0","1","0","0","1","1"
"GAPDHP32","0","1","3","0","0","1","2","0","1","0"
"LINC00622","15"," 7"," 5"," 1","17"," 5","35"," 4"," 7","10"
"ZNF697"," 8"," 3"," 1"," 2"," 8"," 2"," 9"," 7"," 4","11"
"PHGDH","26","35","16","24","31","36","47","45","22","43"
"RPL7P9"," 752"," 324","2305"," 932"," 487"," 317"," 581"," 998"," 271"," 471"
"LRRC47","122"," 84"," 36"," 14"," 58"," 49"," 93"," 54"," 62"," 76"
"DENND4B","27","14","17"," 7","19","15","19","66","29","32"
"CRTC2"," 7","13"," 7"," 5"," 6"," 7","22","11"," 9"," 8"
"CREB3L4"," 4"," 3"," 4"," 1"," 5"," 3"," 8","11"," 4","10"
"RAB13","0","1","2","1","5","0","4","2","1","0"
"RPS27"," 379"," 479","1751","1645"," 527"," 575"," 871"," 467"," 379"," 531"
"C1orf52","11","23","24","20","16","20","31","17","15"," 7"
"BCL10-AS1","0","5","1","0","1","0","2","1","1","0"
"CEP104","11","10","12","11","12","10","16","10","14","12"
"DFFB"," 7","14"," 8"," 3","11"," 7","18"," 7"," 7"," 6"
"ACP6","11","15","19","13","13"," 8","13","35","14","10"
"C1orf21","14"," 9"," 4"," 9","30"," 9","17","18","27","14"
"LINC01355","1","4","2","0","2","1","2","1","0","1"
"ZNF436","35","15","21","17","21","33","48","21","23"," 9"
"TCEA3"," 24"," 54"," 36"," 72"," 45"," 33","118"," 18","129"," 42"
"B3GALNT2"," 7"," 8"," 7"," 3"," 8"," 5","11","11"," 7"," 4"
"HSPA6","  42","  11","  78","1375"," 196","  86"," 212","  29"," 139","  21"
"HSPA7"," 18"," 51","266"," 47","190"," 32","114"," 38"," 49"," 27"
"PROK1"," 0"," 0"," 0"," 0","14"," 0"," 0"," 0"," 0"," 0"
"NRBF2P3","0","0","2","0","0","0","1","0","0","0"
"KCNA2","4","2","1","1","0","2","1","5","3","5"
"POU5F1P4"," 2","49","20"," 0","36"," 7","51","57","31","40"
"DAP3P1","0","0","0","0","0","0","7","0","0","1"
"FDPS","35","34","24","11","26","17","37","47","45","43"
"GPSM2"," 5","13"," 4"," 4"," 4"," 6","12","11"," 4"," 7"
"DYNLT4"," 0"," 5","18"," 0"," 5"," 1","34","11"," 8"," 8"
"RNVU1-18","0","0","0","3","0","0","0","0","0","0"
"FCGR1CP"," 16","  4","103","  2","  4","  4"," 25"," 12","  4","  6"
"KCNK2","4","0","0","0","0","0","3","3","0","3"
"RO60","3","4","7","1","3","3","6","0","0","0"
"CASQ2","0","0","0","0","0","0","1","0","0","0"
"SYT6","1","0","1","0","0","0","0","3","2","3"
"CFAP57","0","1","1","0","0","0","0","0","0","0"
"EBNA1BP2","243","211","158","164","145","138","255","258","272","177"
"WARS2"," 3","10"," 9"," 7"," 6"," 5","11"," 6"," 6"," 3"
"PACC1"," 85"," 36"," 40"," 15","  9"," 52"," 31","126"," 37","118"
"FAM76A","21","37","30","22","13","23","46","28","30","30"
"GLRX2","4","4","4","4","4","3","6","2","3","2"
"USP33"," 4","17","19","12","16","12","20","11"," 6"," 4"
"PUM1","28","37","51","51","41","38","53","31","23","27"
"TNFRSF25"," 3"," 5","13"," 3","12"," 1","16"," 6","11","17"
"RCOR3"," 7","10"," 7"," 9","16"," 6","12"," 6"," 9"," 5"
"CFAP276","10","14"," 2"," 7"," 3"," 3","13","14"," 3"," 7"
"RUNX3"," 6"," 1"," 2"," 1"," 2"," 1","16"," 3"," 2"," 4"
"ZCCHC17","16"," 1","10"," 4"," 2"," 5"," 2"," 6"," 5"," 7"
"POGK","31","19","16","15","30","20","37","35","41","57"
"NEXN"," 7"," 4","11","12","11"," 5","16"," 5","10"," 2"
"PAQR6"," 63"," 32","  6"," 23"," 11","146"," 27"," 25"," 27","113"
"RGL1","20","24","34","24","24","24","33","24","29","25"
"FUBP1","17","32","27","42","42","15","25","18","33","28"
"HAO2","0","1","0","1","1","0","2","0","0","0"
"PTBP2"," 8"," 5"," 5"," 4"," 5"," 9"," 7","14"," 4","13"
"ITGB3BP","13","24"," 5"," 4"," 8"," 5","15","14","10"," 8"
"KCNC4","0","1","1","0","1","0","1","1","1","3"
"ATP2B4"," 57"," 72"," 49","105"," 52"," 67","169"," 41","129"," 63"
"MEAF6","64","32","37","51","43","32","33","59","41","53"
"PPT1","273","296","493","141","117","252","392","287","179","192"
"PLEKHG5"," 1"," 4","10"," 1"," 5"," 1"," 7"," 3"," 7"," 8"
"LGALS8","0","0","2","1","0","0","0","0","0","0"
"MRPL20","189","183","182","110","115","141","212","140","151","122"
"VWA1"," 8"," 4"," 2"," 0"," 3","11"," 3"," 5"," 8"," 7"
"ATAD3C","1","2","1","0","5","0","2","6","2","5"
"ABCB10","14","21","11"," 9","15"," 9","23"," 9","11","12"
"HMGN2P19","0","5","5","2","0","2","2","0","0","0"
"URB2","15"," 9","10"," 3"," 7"," 9","15","31","12","16"
"OTUD3","1","3","2","4","9","2","5","2","4","4"
"OR2M7","0","0","0","0","0","0","0","0","0","0"
"OR14C36","0","0","0","0","0","0","0","0","0","0"
"MKNK1","1","0","1","2","1","1","2","1","1","2"
"LINC02918","0","1","1","0","1","0","2","0","0","0"
"IPO13","73","54","27","22","55","64","54","45","58","67"
"ATP6V0B","30","20","35"," 5","14","35","23","41","21","15"
"CCDC24"," 4","11"," 4"," 3"," 9"," 3"," 8"," 8","10","10"
"SLC6A9","8","0","0","1","0","7","3","2","3","3"
"EPHX4","0","2","0","1","0","1","4","0","0","0"
"PRKAR1AP1","2","3","1","1","1","1","0","3","0","1"
"FNDC10"," 2"," 3","10"," 0"," 2","13","17","15","13","17"
"SLC35E2B","18","13","19"," 8","12","15","13","19","13","19"
"NADK","4","5","7","1","3","2","3","3","2","2"
"GNB1","127"," 76","222","111"," 76"," 71"," 99"," 92","106"," 76"
"EI24P2","0","1","4","2","1","3","1","0","1","3"
"DR1","11","14","21"," 8","12","10","21","12","10"," 7"
"MAPKAPK2"," 36"," 46"," 59"," 45"," 49"," 37","148"," 35"," 32"," 32"
"FCMR","1","1","2","2","0","0","2","3","1","1"
"PRMT6"," 2","17"," 7"," 0"," 1"," 4"," 9"," 2"," 2"," 1"
"NDUFA4P1","0","5","6","0","1","4","2","0","0","1"
"SH3BGRL3","2298","1337","2577"," 415","1420","1254","3326","1583","1600","1492"
"CD52","0","1","5","1","1","1","2","0","1","0"
"PEF1","1","1","3","1","1","1","0","2","0","1"
"ANAPC10P1"," 5","25","28","15","11","16"," 5","11"," 4"," 4"
"PLA2G12AP1","22"," 3"," 7"," 5"," 6"," 4","19","24"," 4"," 9"
"ORC1","2","6","5","1","2","1","7","8","2","1"
"SDE2","75","48","44","93","53","54","44","52","84","62"
"H3-3A","600","945","972","154","268","375","750","616","378","612"
"ACBD3"," 39"," 31"," 51","126"," 67"," 31"," 48"," 34"," 47"," 27"
"DEGS1"," 48"," 60","137"," 20"," 36"," 77","114"," 31"," 31"," 31"
"NVL"," 9"," 9","20"," 7","13"," 9"," 9","10"," 8"," 8"
"CNIH4","23","43","41","28","33","18","51","36","25","12"
"AKR1B1P1","0","7","0","0","1","1","3","2","1","1"
"HEYL"," 7","10"," 1"," 0"," 5"," 5","14","11","14","21"
"HPCAL4"," 2"," 4"," 2"," 1"," 1"," 3"," 2"," 0"," 0","35"
"CDKN2AIPNLP1","0","0","0","2","0","2","0","5","2","1"
"ECM1","12"," 9","18"," 2"," 8"," 5","15","14"," 8"," 9"
"ENSA","217","120","116"," 24"," 94"," 90","121"," 73"," 99"," 48"
"GOLPH3L"," 4"," 9","19"," 4"," 8"," 6","16"," 6","11"," 5"
"HORMAD1","0","0","0","0","1","0","0","0","0","0"
"MCL1","30","53","83","72","66","50","93","35","58","26"
"C1orf35","16","15"," 3"," 7","15"," 9","13","13","17","16"
"MRPL55","60","26","27","20","35","55","50","52","42","79"
"GJC2","0","0","0","0","0","5","0","2","0","8"
"IBA57","4","5","4","1","4","3","4","6","5","7"
"TRIM11","12","11"," 5"," 3","10"," 7"," 9","11"," 9","11"
"YBX1"," 837"," 756","1050"," 309"," 302"," 451","1025","1065"," 543"," 606"
"P3H1","12","14","22","38","13"," 9","21","13"," 9"," 6"
"STPG1"," 0"," 6"," 8"," 1"," 1"," 3","16"," 0"," 2"," 2"
"NIPAL3"," 2","14"," 7"," 1"," 2","20"," 7"," 4"," 7","14"
"RCAN3"," 4","31"," 8"," 0"," 6","22","35"," 3","23","13"
"NCMAP"," 1","15"," 0"," 0"," 1"," 1"," 0"," 0"," 2"," 0"
"JUN"," 1"," 3"," 8"," 2","14"," 2","25"," 1"," 5"," 0"
"ASH1L"," 8","18","14"," 9","18"," 8","15","10"," 8","10"
"WDR26","11","11","11"," 8","13","10","14","18","12","12"
"TXLNA","182"," 69"," 65"," 60","153"," 70","152","222","195","176"
"FAM167B","0","1","0","0","6","0","2","0","1","3"
"HDAC1","39","80","79","96","63","40","74","44","33","29"
"MARCKSL1","234"," 40"," 29"," 23"," 19","145"," 76","226"," 85","305"
"SLC16A4"," 5","25"," 7","18","15"," 6","39"," 5"," 8"," 4"
"LAMTOR5"," 49","128","153","141","107"," 87","156","107"," 70"," 77"
"YTHDF2","12","35","37","14","13","21","32","16","23","17"
"MECR","13","14","10","13","23","14","20","13","14","17"
"MARK1"," 5","21"," 5","11"," 7","11"," 6","12"," 7"," 5"
"C1orf115"," 1"," 1"," 1"," 7","10"," 1"," 1"," 1"," 1"," 6"
"DARS2","4","4","9","2","2","4","7","7","2","2"
"GAS5-AS1"," 31"," 86"," 63","  9"," 33"," 28","145"," 67"," 56"," 36"
"RC3H1"," 9","10","12","16"," 8"," 5","12","10","10"," 7"
"INKA2","25","27","15"," 2"," 5","10"," 4","16","12","15"
"TSTD1","11","58","58","34","46","66","75"," 3","72","72"
"USF1"," 53"," 58","114"," 25"," 20"," 48"," 73"," 56"," 38"," 41"
"ARHGAP30","29"," 3","54"," 1","15","11","20","13"," 8","16"
"KLHDC9","13","18","14"," 7"," 7","14","18"," 8","16","29"
"PFDN2"," 656"," 447"," 484","1015"," 596"," 409"," 464"," 578"," 514"," 618"
"NIT1","21","13","22","13","23","12","13","10","13"," 9"
"DEDD","0","2","1","0","0","0","2","1","1","0"
"AKIRIN1","178","264","179"," 75","101","243","363","184","191","209"
"NDUFS5"," 850","1055"," 927","1078"," 747"," 759"," 869","1062"," 865","1452"
"LRIF1"," 4","12","15"," 7"," 4"," 8","23","15","10"," 6"
"DENND2D"," 2"," 2","14"," 1"," 5"," 2"," 7"," 1"," 2"," 1"
"CHI3L2"," 71"," 48"," 92"," 97","936","226","455"," 10","597"," 19"
"DRAM2","10","17","56","14"," 5","12","27"," 7"," 4"," 2"
"PSMD8P1","0","0","0","1","0","1","0","0","0","0"
"SHE","0","0","0","0","0","0","3","0","0","0"
"UBXN10","0","0","1","0","0","0","3","0","0","0"
"SDHC","120"," 85","216"," 66"," 85"," 83","109"," 37"," 64"," 61"
"ARNT","24","46","45","47","45","26","89","38","48","31"
"CYCSP51","0","8","4","0","5","0","2","0","1","3"
"PARP1","106","101"," 81"," 23"," 23"," 67","110","129"," 55"," 73"
"NDUFS2","104"," 65","100"," 88"," 95"," 54"," 66","107"," 78"," 68"
"NASP","24","60","62","30","48","31","44","53","41","21"
"CCDC17","0","1","0","0","1","1","1","3","0","1"
