"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"NOS1AP"," 5","14","12"," 2"," 7","46","27","42","46","28"
"GARIN4","2","0","1","1","1","0","0","0","1","0"
"RNPEP","16","43","36","19","25","43","24","30","25","26"
"ANGEL2","5","8","7","7","3","9","4","4","3","6"
"KIAA0040","1","3","2","4","3","7","1","1","8","1"
"RPS26P13","0","0","0","1","0","4","0","2","0","0"
"EXOC8","13","26","20"," 9","15","22","25","28","23","32"
"CCNQP1","3","0","1","1","2","1","0","3","3","0"
"BRINP2","  8"," 29"," 50","  1"," 16","  6","122"," 82","141"," 80"
"NEK7"," 76","228","115","125","116"," 33"," 43"," 64"," 13"," 37"
"SYT2"," 0"," 4"," 3"," 0"," 0"," 1","78"," 3"," 0","25"
"RPS6KC1"," 61","209","249"," 43"," 43"," 45"," 98","135"," 29"," 81"
"TMCC2","73","31","21"," 5","33"," 4","75","60","31","67"
"NUP133","11","39","36","20","10","16","20","16"," 9"," 9"
"RGS1"," 48","  2","  2","213"," 13","198","  2","  3"," 26"," 20"
"ABL2","14"," 9","18"," 5"," 8"," 8","16","17","25","14"
"PGBD2"," 7"," 8"," 7"," 7"," 5"," 9"," 7","12"," 8"," 7"
"FLVCR1"," 2"," 5","11"," 4"," 1","10"," 4"," 4"," 2"," 1"
"SLC41A1","18","18","18"," 6","10","34","24","22","25","24"
"ADSS2","33","23","38","33","28","39","22","28","18","11"
"PLD5","5","4","2","0","3","0","4","7","1","4"
"LMOD1"," 2"," 1"," 1"," 2"," 6","10"," 3"," 2"," 5"," 5"
"ACBD6","15","26","23","15","12","22","22","29","20","13"
"RBBP5","2","4","3","2","0","2","4","1","2","1"
"XPR1"," 7","23","37","19","11","70","26","17","33","15"
"KIF14","0","0","0","1","1","2","0","0","2","0"
"STYXL2","0","0","0","1","1","1","0","0","0","0"
"COLGALT2","36","21","19","34","43"," 8","12","21"," 5","16"
"PCNX2"," 35","206","306"," 29"," 49"," 28","124","154"," 28","108"
"SDCCAG8"," 54","131","124"," 52"," 54"," 75"," 60"," 70"," 40"," 36"
"SLC35F3"," 6","22","23"," 4"," 1"," 0","28","26"," 0","21"
"ZNF281","2","3","1","1","1","3","6","6","4","1"
"MAEL","0","4","7","1","0","1","4","2","0","1"
"ARID4B","40","38","42","32","43","22","33","36","60","37"
"SH3BP5L"," 3"," 3"," 5"," 1"," 3"," 4"," 8"," 6","17"," 9"
"WNT2B","1","2","2","1","1","3","3","3","2","4"
"GEMIN8P4","13","14","15"," 8","18","33"," 6","13","25"," 4"
"NUCKS1","376","411","344","219","276","271","333","405","419","334"
"MAP3K21"," 2","11","18"," 1"," 1"," 1","10"," 7"," 3"," 7"
"TIMM17A"," 40","110","170"," 89"," 59"," 63","122","107"," 69"," 75"
"CDC7"," 2"," 5","16"," 5"," 8","15"," 4"," 8"," 5"," 1"
"RABGAP1L-IT1","3","8","9","8","0","8","3","6","3","4"
"GPR52"," 6","25","51","27"," 6","18","16","13"," 7"," 6"
"SMYD3"," 5","16","22"," 6"," 8","12","23","15","11","14"
"KLHL20","30","53","45","34","35","47","43","37","63","31"
"NTPCR","19","29","22","11","20","12","31","19","16","25"
"HMGB3P6","0","0","2","1","2","1","0","1","1","0"
"RAB29","27","24","20","15","23","59","13","14","15","17"
"KCTD3","111","106","116","221","120","185"," 73"," 92"," 92"," 55"
"ZC3H12A","3","1","0","0","2","3","4","0","5","3"
"RBM34","1","0","3","1","1","1","1","4","1","0"
"KCNK1"," 26"," 57","102"," 26","  7","  1"," 46"," 66","  5"," 36"
"SNORA59A"," 4"," 9","22","24","29","19","15","24"," 0","21"
"RNU1-7P","0","0","0","4","0","0","0","0","0","0"
"MIR760"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","40"
"SCARNA3","1778","1804","1826","2916","2599"," 781"," 876"," 642","1009"," 316"
"SNORA14B","1762","4417","4189","2923","1398"," 599","2260","1138"," 864"," 814"
"SNORA70H"," 2","10"," 0"," 0","11","12"," 0"," 0","78"," 0"
"CAMK2N1"," 799"," 998","1106","  85"," 551"," 511","2774","2413"," 534","2082"
"MUL1","26","35","11","14","22","60","53","44","52","39"
"FAM43B"," 3"," 6"," 9"," 0"," 3","30","48","34","16","33"
"CDA","20","12"," 9","13","34"," 7","19","10"," 4","12"
"CDC73","13","33","26","26","15","17","14","15","13"," 8"
"B3GALT2"," 8","18","43","17"," 8"," 1","14","32"," 4","23"
"PIN1P1"," 3","21"," 8"," 0"," 7"," 0","14","15"," 3","10"
"LRRC40","23","50","58","64","14","36","16","37"," 7","14"
"ANKRD13C","33","54","56","36","23","50","52","53","31","39"
"CTH"," 3"," 7","15"," 4"," 6"," 7","10"," 9"," 7","13"
"E2F2"," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 0","10"," 1"
"ID3"," 22"," 10","  4","  5"," 34","264"," 14","  7","238"," 22"
"RPL11","4716","3262","3169","5233","4870","5070","2863","3061","7935","3830"
"PITHD1"," 77","110","178"," 57"," 93"," 61","131","152"," 75","131"
"LYPLA2","11"," 9","11"," 5"," 9","49","52","27","58","43"
"GALE","0","0","0","1","1","1","2","1","2","0"
"RFKP1","  7","125","139","  6","  3"," 36","149"," 62","  9"," 30"
"DUSP23"," 83"," 27"," 18"," 26"," 71","347","118","104","346","180"
"FCRL6","1","2","0","1","0","0","0","0","1","0"
"SLAMF8","1","0","0","1","0","1","0","0","0","0"
"CFAP45"," 0"," 0"," 1"," 0"," 1","42"," 1"," 0"," 5"," 0"
"ATP1A1","1","1","3","1","1","1","9","2","1","5"
"ZBTB41","28","40","53","37","23","25","26","29","20","12"
"EFNA4","2","2","1","0","1","6","0","0","2","5"
"EFNA1","36","29"," 9","12","27","36","20","21","25","28"
"SLC50A1","21","49","34","40","26","78","35","39","40","36"
"THBS3","3","4","1","2","5","7","1","2","9","1"
"MTX1P1"," 6"," 7"," 2"," 3"," 5","26","24","23","24"," 8"
"GBA","28","31","29","33","33","64","39","46","39","47"
"SCAMP3","29","37","20","17","26","43","30","41","40","30"
"CLK2","38","71","38","33","50","84","69","57","59","34"
"HCN3","0","0","1","1","0","1","1","2","2","1"
"CD34"," 9","18","13","18","13","10","14","17"," 3","10"
"PGD"," 86"," 74"," 65","107","115","150","177","112","132","152"
"DFFA","39","47","14","12","40","59","46","51","60","59"
"SNORA77"," 987","1725","1139","1257","1580"," 929"," 565"," 570"," 634"," 284"
"SNRPE","107","134","135","279","116","184","128","133","325"," 95"
"XKR8","2","2","2","0","1","9","3","2","8","1"
"FAM89A","0","1","2","2","5","2","2","1","1","4"
"C1orf131","6","5","4","6","5","9","3","5","4","3"
"LINC01144","0","1","1","0","0","4","0","1","9","0"
"TOE1"," 6","11"," 7"," 6"," 6","14"," 7"," 9","13"," 5"
"PPIAP36","2","0","2","1","5","3","0","0","2","0"
"CCDC163"," 4"," 2"," 4"," 2"," 5","19"," 3"," 7"," 2"," 4"
"MMACHC","23","21","10"," 4","18","22","40","31","29","47"
"LINC02897"," 3"," 6"," 4"," 1"," 4","14","11"," 6","44"," 9"
"ZNF731P"," 76"," 73"," 80","152"," 85"," 76"," 48"," 51","123"," 51"
"VN1R5"," 1"," 3"," 4"," 1"," 0"," 1"," 2"," 0","10"," 0"
"CHRM3"," 4","34","51"," 7"," 3"," 0","16","20"," 0"," 7"
"FAM102B"," 3","14","24","10"," 5"," 9","18","20"," 9","21"
"HENMT1"," 5","12","27","17"," 8","23","15","15"," 1"," 9"
"PRPF38B","36","44","22","24","39","54","40","38","72","50"
"STXBP3"," 88","118"," 81","166"," 65"," 76"," 35"," 86"," 19"," 46"
"RANP5","2","0","3","0","0","0","0","1","0","0"
"TMEM167B"," 57"," 69","107"," 93"," 54"," 92"," 58"," 62"," 56"," 65"
"DAP3","77","78","83","91","71","96","79","84","75","80"
"MSTO2P"," 4"," 6"," 4"," 0"," 2","20","13"," 6","14"," 8"
"SYT11","421","352","349","199","429","472","623","769","662","947"
"RIT1","45","51","39","90","40","54","12","19","15","18"
"KHDC4","10","16","15"," 7","19","18","18","17","49","21"
"SNORA80E","2182","3632","2280","4066","1634"," 686","1446"," 907","1649"," 472"
"SSR2"," 4"," 6"," 5"," 5"," 5","12"," 5"," 5","13"," 5"
"UBQLN4","21","33","36"," 5","21","21","59","51","72","51"
"RAB25","2","2","1","0","2","0","5","1","2","2"
"SMG5"," 82"," 77"," 51"," 31"," 81"," 76"," 82","109","139"," 83"
"CCT3","57","74","83","65","49","97","57","64","75","29"
"MEX3A"," 1"," 0"," 0"," 0"," 0"," 2"," 1"," 1","55"," 4"
"CYP4X1"," 5","32","57"," 3"," 2"," 2","75","74","11","58"
"CYP4Z1"," 2","12","19"," 2"," 1"," 0"," 2","11"," 1"," 4"
"PDZK1IP1"," 8"," 0"," 0"," 3"," 0"," 2"," 3"," 3","10"," 5"
"FOXE3","0","2","0","0","1","1","3","1","3","0"
"FOXD2-AS1"," 2"," 1"," 1"," 1"," 3","12"," 1"," 1","13"," 3"
"VHLL","0","0","0","0","0","0","3","0","7","0"
"IGSF3"," 1"," 2"," 7"," 1"," 2","19"," 7"," 4","11"," 3"
"GLUL","256","525","311","129","253","396","556","308"," 91","375"
"ELAVL4"," 0","11","36"," 0"," 0"," 0","17","17"," 9"," 6"
"COA6","10","17","26","14","25","12","16","21"," 8","14"
"CORT"," 0"," 0"," 1"," 0"," 0"," 0"," 0","11"," 2"," 7"
"AHCTF1"," 5"," 3","12","13"," 5","13"," 7"," 8"," 6"," 8"
"FRRS1"," 0"," 0"," 1","12"," 2"," 4"," 0"," 0"," 1"," 0"
"LRRC7"," 4","18","30"," 4"," 5"," 1","23","28"," 1","14"
"LEPR"," 2"," 6","10"," 7"," 2"," 2"," 3"," 3"," 2"," 1"
"PSMD4"," 93","128","112"," 46"," 86","100","155","160","177","181"
"TAGLN2","103"," 93"," 42","127","221","688","116"," 80","501","101"
"PEA15","1041"," 888"," 764"," 398"," 667","1178"," 819","1366"," 987","1112"
"H6PD"," 4"," 2"," 1"," 1"," 3","10"," 3"," 3"," 5"," 5"
"DDOST"," 67","102"," 80","110","111","217","165","147","260","141"
"ZNF692","103"," 78"," 41"," 13"," 53"," 68","126","101","189","104"
"FGGY"," 89","139","181"," 48"," 40"," 62"," 72"," 58"," 17"," 76"
"DISC1","3","2","4","6","7","5","1","3","6","3"
"OLFM3","  1"," 29","106","  2","  0","  0"," 33"," 49","  4"," 22"
"PRXL2B","10","14","28"," 1","15","22","72","53","28","66"
"DPM3"," 6","16"," 9"," 1"," 5","11","33","22","71","21"
"RXFP4"," 4"," 3"," 1"," 1"," 5"," 4","13"," 3","11","11"
"NPPB","1","8","1","0","0","3","0","2","0","9"
"KIAA2013"," 83"," 22"," 22"," 45"," 57","114"," 36"," 55"," 41"," 64"
"PLOD1","22","18","12","19","33","62","48","27","58","32"
"MIIP","42","14","20"," 6","27","85","48","46","68","73"
"RBBP4"," 47"," 87"," 92"," 89"," 62","106"," 61"," 66","108"," 57"
"KIAA1522"," 2","11","12"," 0"," 4","26","55","31","14","40"
"S100PBP"," 5","12"," 9","14"," 8","16"," 8"," 7"," 5"," 4"
"FNDC5"," 0"," 7"," 6"," 0"," 1"," 2","14"," 7","12"," 7"
"HPCA","  2"," 48","137","  1","  1","  8","224","138"," 50","314"
"TMEM54","16","22"," 8"," 2"," 7","45","13","24","44","32"
"UFC1"," 86"," 87","207","112","124","105"," 87","137","141"," 94"
"PPOX","3","3","2","1","2","6","6","5","8","8"
"B4GALT3","20","17","17"," 7"," 9","32","33","33","50","32"
"ADAMTS4","27"," 9"," 2"," 5","22"," 3"," 9","14"," 7","19"
"FCER1G"," 295"," 351"," 246","1686"," 375"," 745","  59"," 237"," 226"," 188"
"TOMM40L","11","18","16"," 4","10","10","37","26","34","33"
"PCP4L1","  2"," 61"," 66","  0","  2","  4","212"," 98","  6"," 99"
"CFAP126","  3","  4"," 19","  6","  9","306","  9"," 11","  4","  0"
"GPR89B"," 4","11","14"," 4"," 2"," 5"," 2"," 5"," 3"," 4"
"RNVU1-7","0","0","0","7","0","3","0","0","0","0"
"ABHD17AP1"," 39"," 39"," 26","  9"," 31"," 34","142","105","148","125"
"MFN2","35","44","49","14","30","35","68","82","33","54"
"ZMPSTE24","11","50","61","57","13","48","13","19"," 9","17"
"COL9A2","32","15"," 3"," 1","13","49","26","18","28","29"
"ZFP69B"," 4","17","16"," 2"," 3","13","20","15","26"," 8"
"MPZ","0","1","0","1","1","1","0","0","5","0"
"MTFR1L","32","44","42","19","36","58","59","57","69","48"
"AUNIP"," 0"," 5"," 4"," 1"," 0"," 6"," 8"," 7","12"," 5"
"PAQR7","11","17"," 8"," 3"," 9","68","22","24","41","34"
"STMN1","5","8","5","6","4","3","4","4","2","2"
"RNF220","104"," 27","  7"," 14"," 50"," 13"," 25"," 41","  7"," 49"
"TMEM53"," 4"," 3"," 2"," 2"," 2","12","11"," 6"," 7"," 8"
"ARMH1"," 4"," 3"," 7"," 3"," 4","11"," 5"," 8"," 1"," 2"
"KIF2C"," 1"," 0"," 1"," 4"," 6","13"," 2"," 0","21"," 5"
"RPS8","886","520","321","796","458","434","307","240","356","335"
"SNORD46","3","0","0","9","0","0","0","0","0","0"
"BEST4","0","2","3","0","0","3","5","2","2","1"
"PLK3","16"," 4"," 3"," 5"," 9","31"," 9"," 6","14","13"
"PTCH2"," 1"," 5"," 6"," 1"," 1","12"," 4"," 8"," 6"," 8"
"EIF2B3"," 7"," 7"," 8"," 8","12"," 6","11","10","12"," 9"
"HECTD3","16","16","14"," 4","16","39","29","30","29","30"
"UROD"," 41"," 58"," 53"," 28"," 44","108"," 70"," 80"," 48"," 70"
"NOL9","16","50","42","18","22","36","26","43","18","28"
"ZBTB48"," 8"," 5"," 5"," 3","13","11","11"," 9","11"," 6"
"HEATR1","10","24","23","25","13","26"," 8","10","18"," 9"
"RPL35P1"," 3"," 4"," 5"," 2","12"," 6","12"," 4"," 8"," 0"
"MT1HL1"," 0"," 4","12"," 0"," 9","12"," 0"," 4"," 0"," 0"
"STX12","60","42","49","37","38","39","31","42","28","32"
"PPP1R8","20","28","15","18","24","18","14","21","19"," 8"
"SCARNA1"," 42","204"," 75","224"," 88","136"," 96"," 84","113"," 19"
"THEMIS2","10"," 2"," 1"," 3"," 7","32"," 5"," 8","11"," 9"
"RPA2"," 45"," 60"," 60"," 46"," 43"," 57"," 52"," 38","104"," 72"
"RNU1-2","0","0","4","2","0","0","0","0","0","0"
"MFAP2"," 0"," 1"," 0"," 2"," 3","11"," 0"," 0"," 5"," 0"
"ATP13A2"," 3","14","12"," 1"," 6"," 6","49","44","30","39"
"SDHB","34","79","58","45","13","56","58","55","44","54"
"PADI2","363","164"," 64"," 81","336"," 90","183","166"," 63","214"
"CCN1","142"," 10"," 20"," 79"," 52","166"," 25"," 37","389","211"
"HHIPL2","1","0","1","1","0","2","1","2","2","2"
"TAF1A","10","25","21","30"," 8","37","14","18","13"," 4"
"MIA3"," 7","22","22","10","15","13","24","19","18","23"
"AIDA"," 29"," 46"," 65"," 85"," 33","117"," 30"," 38"," 18"," 21"
"BROX","13","22","26","35","16","29","11","20","11","13"
"TLR5","1","1","3","3","0","4","0","1","0","0"
"ZNF691","1","2","1","0","0","1","0","0","2","0"
"DISP1","1","2","2","3","2","8","1","2","2","1"
"GAPDHP58","0","0","1","0","0","1","2","0","1","6"
"GAPDHP32","1","1","1","0","3","0","0","0","1","0"
"LINC00622","  5"," 75","180","  9","  4"," 20","102"," 83"," 15"," 60"
"ZNF697"," 1","10"," 8"," 1"," 3"," 7","26","17","18","30"
"PHGDH","61","42","16"," 3","63","74","52","60","63","82"
"RPL7P9"," 683","1513","1072"," 407","1199"," 460","1091"," 535"," 750","1168"
"LRRC47"," 35"," 31"," 33","  6"," 32"," 75","129","112","113","127"
"DENND4B","11","22","13"," 1","10","12","68","46","41","64"
"CRTC2","13","12"," 5"," 2"," 8","18"," 6","18","13"," 8"
"CREB3L4"," 5"," 2"," 1"," 2"," 4","17"," 4"," 7","18"," 1"
"RAB13","0","2","0","0","1","2","0","1","0","2"
"RPS27"," 653","1094","1363","2238"," 911"," 942"," 401"," 698"," 534"," 393"
"C1orf52","19","27","45","11","14","39","35","48","15","35"
"BCL10-AS1","1","2","4","2","1","2","2","1","0","3"
"CEP104","20","22","13","10","26","15","30","26","12","21"
"DFFB","13","16","12"," 3","10","14","32","25","11","10"
"ACP6"," 5","19"," 8"," 5","10","12","12","12","10","10"
"C1orf21"," 8","17","30"," 4"," 8","16","21","32","17","18"
"LINC01355","0","3","4","2","1","3","1","1","2","1"
"ZNF436"," 8"," 8"," 8","19","10","35","11","15","22"," 7"
"TCEA3","15","48","54","10","17","70","23","51","36","25"
"B3GALNT2"," 4","13","14"," 6"," 4","11","14"," 5"," 6"," 7"
"HSPA6"," 30"," 11","  6"," 38","  6","154","  9","  7"," 58"," 14"
"HSPA7","17","10"," 4","28","56","95"," 5"," 8","23"," 8"
"PROK1","0","0","0","0","0","0","0","1","1","2"
"NRBF2P3","0","3","2","0","0","0","8","0","0","0"
"KCNA2"," 2","10","11"," 1"," 4"," 1","36","15"," 4","18"
"POU5F1P4","31","25"," 5"," 8","11","46","31","45","43","54"
"DAP3P1","0","0","0","0","0","0","0","3","0","0"
"FDPS","27","29","26","13","37","30","35","44","61","45"
"GPSM2","12","27","10","13","13","18","11","10"," 8"," 9"
"DYNLT4","18"," 2"," 1"," 1"," 5","26"," 0"," 3","18","10"
"RNVU1-18","0","0","8","0","0","0","0","0","0","0"
"FCGR1CP","10"," 3"," 9","84","14","71"," 0"," 7"," 3"," 9"
"KCNK2","0","1","2","0","0","4","2","4","4","5"
"RO60"," 5","14","16","14"," 4"," 5"," 3"," 3"," 4"," 2"
"CASQ2","3","6","4","8","6","3","1","2","2","5"
"SYT6","0","1","2","2","2","1","3","1","2","1"
"CFAP57","0","2","1","1","0","1","1","1","1","1"
"EBNA1BP2","130","146","146"," 76","128","207","290","308","306","274"
"WARS2"," 5","13","12"," 5"," 6","12","10"," 9"," 9"," 6"
"PACC1","113","129"," 18"," 41","128"," 40"," 97"," 72","116","122"
"FAM76A","35","44","29","21","30","46","27","37","37","24"
"GLRX2"," 5"," 9","16"," 8"," 4"," 5"," 8","13"," 3"," 3"
"USP33","14","39","38","28","18","20","32","30"," 9","27"
"PUM1","29","68","89","38","48","61","53","60","63","36"
"TNFRSF25"," 1","29","23"," 1"," 7","19","75","39","11","20"
"RCOR3"," 7","14","14"," 9","11","13","13","12","11","12"
"CFAP276"," 4","14","28"," 6"," 7","48","33","17"," 7"," 8"
"RUNX3"," 1"," 0"," 0"," 0"," 1","14"," 0"," 0"," 4"," 4"
"ZCCHC17"," 3","26","11"," 3"," 7"," 6","14"," 8"," 7","10"
"POGK","44","40","19","16","35","33","50","43","58","52"
"NEXN"," 5"," 4"," 4","19","14","18"," 6"," 2"," 2"," 5"
"PAQR6","464","229"," 80"," 36","470","108","344","312","100","419"
"RGL1","50","60","55","47","33","60","49","43","26","46"
"FUBP1","26","41","34","30","19","31","14","25","26","14"
"HAO2","0","1","0","1","0","1","0","0","4","0"
"PTBP2","21","42","45","21","25"," 9","50","36","15","44"
"ITGB3BP"," 5"," 6"," 6"," 9"," 3","14"," 5"," 4","22"," 4"
"KCNC4"," 0"," 3"," 2"," 0"," 1"," 3","10"," 7"," 2"," 6"
"ATP2B4"," 61","115","155"," 43"," 46","120"," 51","152"," 85"," 61"
"MEAF6","39","59","67","24","75","37","77","71","81","81"
"PPT1","160","326","299","432","248","444","344","301","252","319"
"PLEKHG5"," 1","11","14"," 0"," 1"," 9","51","23"," 4","24"
"LGALS8","0","1","0","1","1","1","1","0","0","2"
"MRPL20","146","197","159","128","180","184","211","232","106","246"
"VWA1"," 9"," 7"," 1"," 1"," 8"," 3"," 7","10"," 5"," 5"
"ATAD3C","6","3","0","2","2","1","1","2","5","2"
"ABCB10","12","30","21","22","15","19","23","25","16","18"
"HMGN2P19"," 1","11"," 2"," 1"," 0"," 3"," 0"," 0"," 0"," 0"
"URB2"," 6"," 7"," 3"," 3","10","10","11"," 9","19"," 8"
"OTUD3"," 3"," 6"," 8"," 2"," 2"," 3"," 6"," 8","17"," 7"
"OR2M7"," 0","14"," 4"," 0"," 0"," 0"," 0"," 5"," 0"," 7"
"OR14C36","3","6","3","2","0","0","0","1","0","7"
"MKNK1","1","2","2","1","2","3","3","2","3","4"
"LINC02918","0","4","1","0","1","1","0","1","2","3"
"IPO13","128","139"," 53"," 47","166"," 76","152","132"," 68","177"
"ATP6V0B","21","15"," 9"," 8","24","28","22","33","17","30"
"CCDC24"," 4"," 8"," 2"," 0"," 0"," 8","12","18","12","15"
"SLC6A9"," 6"," 1"," 0"," 1"," 6"," 5"," 2"," 4"," 0","10"
"EPHX4"," 1"," 8","37"," 7"," 2"," 6","26","15"," 0"," 9"
"PRKAR1AP1","0","5","1","2","0","1","8","2","0","3"
"FNDC10"," 3"," 9","16"," 2"," 4","17","63","30"," 2","21"
"SLC35E2B"," 9","18","16"," 3","14","14","37","21","25","33"
"NADK","4","4","3","8","3","9","0","1","2","1"
"GNB1"," 91","297","235"," 68","124"," 72","190","224"," 70","196"
"EI24P2","1","5","0","1","4","1","2","3","2","0"
"DR1","11","21","20","30","14","23","16","20","14","12"
"MAPKAPK2"," 36"," 28"," 19"," 23"," 37","101"," 26"," 36"," 58"," 43"
"FCMR","2","1","1","0","1","9","0","0","1","0"
"PRMT6","3","7","6","5","1","9","3","4","2","4"
"NDUFA4P1"," 0","23","19"," 1"," 0"," 0","19"," 9"," 0","13"
"SH3BGRL3"," 769"," 578"," 348"," 434"," 576","2063"," 969","1437","1960","2021"
"CD52","1","2","1","1","0","0","0","2","0","0"
"PEF1","0","1","1","0","1","1","2","1","2","3"
"ANAPC10P1","10","58","44","24","18","10","49"," 4","12","41"
"PLA2G12AP1"," 3"," 7","17"," 6"," 5"," 9","16","27","24"," 6"
"ORC1","0","0","0","1","1","4","0","0","3","2"
"SDE2"," 61"," 66"," 42"," 29"," 58"," 47"," 47"," 54","108"," 66"
"H3-3A"," 403"," 515"," 388"," 791"," 400"," 728"," 356"," 409","1094"," 396"
"ACBD3","22","41","48","48","46","45","35","36","62","32"
"DEGS1"," 56"," 66"," 60"," 65"," 77","107"," 56"," 70"," 60"," 53"
"NVL","12","15","14","10","15","14"," 7","10","11"," 8"
"CNIH4","14","23","32","59","17","41","30","23","29","17"
"AKR1B1P1","2","3","5","2","2","3","0","5","9","0"
"HEYL"," 9"," 3"," 6"," 4"," 9","27"," 4"," 9"," 8"," 6"
"HPCAL4","  7"," 44","117","  0","  6","  5"," 78","180"," 24","177"
"CDKN2AIPNLP1","1","0","0","0","5","1","8","2","2","0"
"ECM1"," 2"," 8","10"," 5","10"," 7","27"," 9"," 8","22"
"ENSA"," 27"," 92","100"," 20"," 46","106","223","207","172","183"
"GOLPH3L"," 8"," 9","15"," 8","11","17","13"," 8"," 7"," 4"
"HORMAD1","1","2","3","3","0","1","0","2","0","0"
"MCL1","51","25","28","76","37","97","17","23","42","20"
"C1orf35"," 6"," 6"," 3"," 1"," 4"," 6","10","13","33","12"
"MRPL55","  8"," 15"," 14","  6"," 24"," 57"," 66"," 36","176","101"
"GJC2","30"," 3"," 0"," 1","18"," 0"," 1","10"," 1"," 6"
"IBA57"," 2"," 3"," 1"," 0"," 2"," 3"," 7"," 4","14"," 6"
"TRIM11"," 5"," 5"," 4"," 0"," 5"," 8","17","12","29","17"
"YBX1","319","159","185","349","384","795","207","271","919","313"
"P3H1"," 5"," 7"," 5"," 9"," 9","18","11"," 7"," 9"," 3"
"STPG1"," 6","14","11"," 9"," 6","20","18","19"," 3","14"
"NIPAL3","67","69","45","52","53"," 8","31","63"," 9","32"
"RCAN3","32","11"," 6"," 8","10","23","10","23","18","11"
"NCMAP","0","0","0","1","1","0","1","2","1","2"
"JUN","1","0","1","0","0","3","0","1","1","3"
"ASH1L","15","34","40","17","22","17","23","21","18","16"
"WDR26","12","14","16","12","16","12","17","13","16","15"
"TXLNA"," 56"," 40"," 22"," 23"," 81","116"," 71"," 86","254"," 99"
"FAM167B","1","0","1","1","0","1","0","0","2","0"
"HDAC1","35","59","32","70","31","56","36","29","37","16"
"MARCKSL1","232"," 41"," 13"," 13","133"," 36"," 97"," 83","553","224"
"SLC16A4"," 5","18","19","25","14","41"," 8","10"," 9"," 4"
"LAMTOR5"," 68","188","225","266","130","134","153","123","142","137"
"YTHDF2","19","23","35","38","16","35","15","19","29","12"
"MECR","10","16","15"," 5","23","12","26","23","37","31"
"MARK1"," 6","43","78"," 7"," 5"," 8","20","25"," 5","12"
"C1orf115"," 1","23","48"," 1"," 1"," 2","86","70"," 1","66"
"DARS2","3","5","6","5","5","9","3","4","4","4"
"GAS5-AS1","34","68","61","48","43","67","34","36","67","40"
"RC3H1"," 9","19","12","11"," 9","12","12","15","15","15"
"INKA2"," 3"," 8"," 8"," 1"," 3"," 5","24","19","21","14"
"TSTD1","  8"," 32"," 21","  1"," 21","114"," 55"," 67"," 97"," 38"
"USF1","38","53","34","23","25","94","65","65","71","37"
"ARHGAP30","11"," 5"," 3"," 7"," 5","16"," 4"," 6","16"," 4"
"KLHDC9","10","28","30"," 2","13","57","61","41","39","36"
"PFDN2"," 896"," 899"," 984"," 442"," 745"," 286"," 653","1030","1259"," 780"
"NIT1","12","10","11"," 6","17","14","17","17","24","10"
"DEDD","1","1","1","0","0","2","2","2","1","0"
