"","SRR11365252","SRR11365253","SRR11365254","SRR11365255","SRR11365256","SRR11365258","SRR11365259","SRR11365260","SRR11365261","SRR11365262","SRR11365263","SRR11365264","SRR11365265","SRR11365266"
"RAB30-DT"," 7"," 7"," 5","14"," 9"," 5"," 6"," 9"," 9"," 9","14"," 9","12","13"
"SENCR","2","2","1","2","3","2","1","5","2","3","2","3","0","1"
"ZBED5-AS1","3","2","3","3","2","3","3","4","3","3","4","3","3","4"
"TIGD3","6","5","3","4","3","5","4","3","3","3","3","6","4","2"
"CASP12","1","1","0","0","0","0","1","0","1","1","0","1","0","0"
"CASP4LP","0","0","0","1","1","0","0","0","0","0","1","1","0","0"
"RN7SKP151"," 2"," 7"," 5"," 7"," 9"," 2"," 3"," 6"," 3"," 5"," 7"," 8"," 4","17"
"BTBD10","148","185","167","129","102","104"," 99"," 83","104"," 94"," 75","107"," 74"," 77"
"FAR1","70","81","62","75","68","50","53","47","55","60","55","53","51","51"
"FAR1-IT1","0","8","3","7","2","0","6","1","5","3","6","4","1","1"
"RPL39P26"," 7"," 7"," 4","19"," 4"," 8"," 8"," 8"," 7","10","15"," 0","13","14"
"DIP2C","61","47","60","54","52","49","49","53","44","51","47","58","46","44"
"AKR1C3","4","3","2","4","8","4","4","5","4","6","5","2","6","4"
"ADARB2","21","15","15","17","11","12","13","14","13","13","15","11","20","20"
"LINC00707","1","1","0","1","1","0","1","1","1","1","3","0","1","1"
"ECHDC3","1","1","1","1","1","0","0","1","1","1","2","1","0","1"
"LINC02656"," 3"," 2"," 1"," 4"," 5"," 2"," 7"," 4"," 5"," 3","12"," 3"," 4"," 3"
"CDC123","72","68","68","51","43","50","43","42","43","43","37","52","38","34"
"LINC02648","1","0","0","0","1","2","1","1","5","1","0","1","0","0"
"SEPHS1","32","25","25","25","16","19","22","17","19","16","16","18","15","17"
"KLF6","22","21","29","22","27","18","16","24","23","28","29","19","17","18"
"ATP5F1C","168","185","167","123","110","115","111"," 82","111"," 87"," 74"," 95"," 73"," 74"
"SEC61A2","53","58","49","57","37","37","43","38","44","30","31","42","39","33"
"ITIH2","5","4","2","4","5","3","4","7","3","3","7","6","5","6"
"MTND1P37","0","0","0","0","2","0","0","0","0","6","0","3","2","1"
"NUDT5","20","20","14","24","25","18","16","21","17","22","19","16","18","19"
"CCDC3","60","46","60","45","39","50","41","54","47","43","31","48","36","39"
"KIN","11","13"," 9","15","12"," 6","10","10"," 9"," 9","11","10","11","11"
"UPF2","54","54","54","54","46","32","37","42","38","48","37","42","41","41"
"ACBD7"," 87"," 27"," 46","116"," 35"," 50"," 80"," 66"," 50"," 29"," 77"," 44","104"," 97"
"RPP38","11","10"," 8"," 8"," 9"," 5"," 8"," 9"," 8"," 8"," 9","11"," 9"," 9"
"ITIH5","11"," 9"," 6"," 4"," 1"," 7"," 3"," 8"," 7"," 2","14"," 7"," 7"," 7"
"FRMD4A","22","21","22","34","22","20","26","28","23","22","24","31","29","30"
"MRC1"," 3"," 9"," 6"," 1"," 5"," 3"," 2"," 7"," 3"," 4","16"," 3"," 3"," 3"
"ARL5B","40","38","33","35","27","19","23","22","26","22","15","18","23","19"
"CUBN","2","2","1","2","3","2","2","4","2","2","4","2","2","2"
"TRDMT1","3","5","2","5","5","3","4","5","4","4","4","3","5","4"
"C1QL3","121"," 95","189","104"," 78"," 90"," 77"," 95"," 90"," 63"," 40"," 80"," 65"," 53"
"MINDY3","78","80","76","70","56","58","57","47","55","44","37","44","44","42"
"ZNF33BP1"," 5"," 5"," 3","10"," 8"," 3"," 7"," 7"," 8"," 4","11"," 4"," 9","11"
"ARMC3","1","2","1","2","3","1","1","2","2","2","2","2","2","1"
"RPP38-DT","0","0","1","3","1","2","1","2","0","1","1","2","1","1"
"NSUN6","20","23","19","25","23","18","21","23","17","23","29","22","29","26"
"ZNF37CP"," 0"," 1"," 1"," 3","10"," 0"," 1"," 7"," 1"," 8"," 0"," 0"," 0"," 9"
"PIP4K2A"," 98"," 69"," 93"," 50"," 74"," 92"," 56"," 73"," 67","100","140"," 80"," 49"," 48"
"C10orf67","1","1","1","1","1","1","1","1","1","1","1","1","2","1"
"RPS4XP11","1","1","1","1","1","1","0","1","1","3","2","1","1","1"
"MALRD1","0","0","1","1","1","0","0","0","0","1","1","0","1","2"
"ST8SIA6","3","5","3","2","2","3","2","3","3","1","4","2","6","4"
"GAD2","144","132","140"," 64"," 37"," 93"," 90"," 37"," 74"," 27"," 15"," 77"," 31"," 29"
"MKX","20","27","22","20","13","13","15","15","13","12"," 6","11","11","12"
"HSD17B7P2"," 7"," 5"," 7","11","10"," 5"," 8"," 5"," 6","11"," 6"," 7"," 4"," 5"
"ODAD2","1","1","1","0","1","1","1","1","1","1","1","1","1","1"
"ITGA8"," 9"," 8"," 6"," 5"," 7"," 6"," 7","14"," 6"," 7","11"," 3"," 5"," 5"
"HNRNPRP1","3","4","3","5","7","3","7","7","6","6","9","6","6","8"
"SLC39A12","41","10","19","48","57","28","49","34","33","44","42","13","36","36"
"AMD1P1","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"ZFAND4","5","5","5","6","6","4","4","7","5","5","5","2","5","5"
"EIF2AP4","3","3","2","4","5","2","4","4","1","3","3","2","6","6"
"ZNF22-AS1","3","2","3","3","3","1","1","2","2","2","2","2","2","2"
"ZNF33CP","1","1","0","1","4","1","1","1","1","3","1","1","2","2"
"MSRB2","35","30","37","41","27","27","29","34","26","29","35","28","25","33"
"CCNYL2","2","3","2","2","0","1","1","1","2","1","1","1","1","2"
"PRTFDC1","32","20","21","40","30","18","20","20","23","24","33","20","26","25"
"PROSER2","1","0","1","1","1","0","0","1","0","0","1","0","1","0"
"HIRAP1","0","0","0","1","1","0","0","1","0","1","1","0","2","1"
"CTSLP2","1","4","1","1","2","5","0","5","1","3","2","5","0","3"
"EIF3LP2","2","2","3","5","1","1","1","2","2","1","2","1","3","1"
"TPT1P10"," 2"," 3"," 4"," 7"," 5"," 3"," 6"," 7"," 1"," 7","10"," 2"," 7"," 5"
"NUTF2P5"," 0"," 1"," 1"," 7"," 3","10"," 3"," 2"," 2"," 5"," 4"," 4"," 4"," 5"
"MKX-AS1","0","1","1","1","1","0","0","2","2","1","1","0","1","0"
"HSPA8P3","1","2","1","9","1","2","6","5","2","6","4","6","5","4"
"ENKUR"," 8"," 5"," 6","13"," 6"," 4"," 8"," 7"," 7"," 5"," 7"," 6","10"," 7"
"CISD1","101"," 97","100"," 79"," 52"," 66"," 56"," 45"," 55"," 52"," 28"," 57"," 42"," 50"
"RPL26P27"," 4"," 5"," 3","15","10"," 3","11","13"," 7"," 8","11","16","12","17"
"DNAJC1","19","21","19","23","25","15","17","22","20","24","29","22","23","20"
"MRPL50P4","0","0","0","0","1","0","0","2","0","0","0","1","2","1"
"SLC25A16","32","31","25","29","21","20","21","21","20","17","17","19","21","19"
"PROSER2-AS1","0","1","0","0","0","0","0","1","0","0","2","0","1","1"
"PHYHIPL","180","136","140","124"," 81"," 91"," 87"," 59","102"," 74"," 93"," 99"," 99"," 96"
"SGMS1-AS1","2","2","2","2","1","1","2","2","2","1","2","1","1","2"
"NAMPTP1"," 9","10"," 9","10","19"," 7"," 5"," 8"," 7","23","11"," 6"," 8"," 7"
"ASCC1","17","13","15","15","13","11","11","12","12","12","18","15","13","12"
"RBP3","1","1","1","1","1","1","1","2","1","1","2","1","1","1"
"ARHGAP12","60","61","66","55","50","44","46","44","48","46","44","43","43","36"
"TATDN1P1"," 3"," 8"," 1"," 9"," 6"," 3"," 4"," 4"," 9"," 6"," 5"," 8"," 6","12"
"BMS1P2","0","0","0","1","0","1","1","0","0","0","1","1","1","0"
"UBE2D1","33","32","31","30","22","17","19","19","18","16","13","14","18","16"
"YWHAZP3","43","36","34","30","20","26","22","17","24","18","19","28","19","23"
"GDF10","11"," 9"," 8"," 7"," 6","10"," 6","10"," 9"," 7","10"," 9"," 7"," 6"
"PRKG1-AS1","1","1","1","2","1","1","1","1","2","1","1","1","1","1"
"ZNF33B","29","23","23","23","16","13","14","17","16","14","14","19","15","15"
"CEP164P1","0","1","0","1","1","0","1","1","0","0","0","1","1","1"
"NRP1","14","12","15","14","29","11","17","16","12","22","18"," 9","13","13"
"PLXDC2","22","19","23","17","27","16","14","20","14","28","24","18","15","15"
"RSU1","21","21","17","15","18","16","14","15","14","19","17","17","17","14"
"TMEM14DP","3","0","0","1","2","0","0","1","0","1","4","0","1","3"
"RPL31P44","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"RPS3AP37","2","0","2","5","3","1","5","3","4","1","5","3","5","4"
"PRELID1P3"," 3","11"," 1","10","13"," 6","12"," 9"," 9","13"," 8","17","14","10"
"JCAD","65","68","62","50","33","41","34","43","44","34","39","56","48","50"
"RPSAP6","3","2","1","4","3","6","2","5","2","2","5","2","4","7"
"ZNF503"," 7"," 7","10"," 5"," 8"," 7"," 7","11"," 8"," 7","10"," 9"," 8"," 7"
"FAM21FP","2","1","2","2","1","2","3","2","1","3","3","3","1","1"
"SPAG6","4","4","2","6","2","1","2","1","2","2","2","3","2","2"
"THAP12P3","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"MARCHF8","21","15","18","16","18","15","17","18","14","15","21","19","16","14"
"LINC00595","4","2","3","5","2","3","3","5","3","2","4","3","4","4"
"NPM1P24"," 8","12","10","10"," 9"," 6","10","12","10","14","14"," 6","11","10"
"TET1","14","11","11","16"," 9"," 8","11","10","10"," 8","11","10","15","13"
"DKK1","4","6","4","1","2","4","1","5","3","2","2","3","1","3"
"KIF5B","194","171","164","183","156","114","137","140","173","140","179","156","146","137"
"NMT2","29","28","22","28","30","18","19","22","22","28","22","25","25","25"
"TMEM273","3","2","3","2","2","5","1","4","2","4","7","3","2","2"
"CCAR1","37","43","35","50","47","24","31","39","38","41","44","42","40","42"
"ZNF503-AS2","1","2","3","1","1","2","1","1","2","2","2","2","2","2"
"ZWINT","5","3","2","2","3","3","3","3","2","2","3","2","2","3"
"GRID1-AS1","3","4","2","5","5","3","2","5","5","5","5","4","3","7"
"NUTM2A","0","0","1","1","1","1","1","2","0","1","2","1","1","1"
"LRMDA","1","1","2","1","2","2","2","3","2","2","5","1","2","2"
"JMJD1C-AS1","5","7","3","9","7","4","6","8","7","7","8","6","5","7"
"RAB5CP1"," 4"," 1"," 3"," 3"," 2"," 2"," 5","10"," 5"," 9"," 7"," 8"," 2"," 8"
"NDUFA8P1","1","1","3","0","2","5","3","1","2","4","3","2","2","3"
"PDSS1"," 9"," 8","10","14","11"," 7"," 9","10","10","11","13","11","10","10"
"ZNF22","11","13","11","14","11"," 8"," 9"," 9","10"," 9"," 9"," 6"," 9"," 8"
"ANXA11","63","38","55","51","44","49","45","58","47","48","55","59","50","48"
"SPA17P1","0","0","1","1","1","2","5","1","2","0","3","2","3","1"
"PRXL2A","152","100","116","118","106"," 99","101"," 99","101","100"," 90"," 98"," 90"," 86"
"MINPP1","19","22","16","17","16","12","13","10","10","14"," 8","11","16","12"
"ANKRD30BP3","0","0","1","0","1","0","0","0","0","0","0","2","1","1"
"TFAM","31","36","24","24","19","15","16","18","19","16","12","15","18","15"
"SRP9P1","46","39","41","47","29","28","20","25","38","39","31","22","31","27"
"RPS3AP5","4","6","8","6","6","3","4","6","5","5","7","5","5","5"
"EIF5AP4"," 3"," 5","11"," 0"," 1"," 7"," 5"," 5"," 9"," 1"," 7"," 3"," 3"," 2"
"PPP1R3C","121"," 51"," 68","129"," 36"," 63","103"," 77"," 87"," 26","126"," 59"," 71"," 75"
"PPIAP30"," 1"," 3"," 1"," 5"," 7"," 5"," 8"," 2"," 8","11"," 7","10"," 8"," 6"
"FAM133CP"," 5"," 8"," 3","15"," 9"," 1"," 4","10"," 5"," 7","11"," 5"," 5","12"
"GRID1","38","28","35","37","25","34","36","34","30","27","37","38","28","27"
"CUBNP2","0","0","1","1","1","0","1","0","1","0","0","0","0","0"
"LINC02671","2","2","2","3","3","2","1","2","1","2","1","2","3","2"
"LINC00863","3","3","3","6","2","2","2","3","1","2","3","3","3","2"
"RPS27P1","0","0","0","3","0","0","1","3","1","0","0","0","0","0"
"RSU1P3","2","3","3","9","5","2","3","5","3","3","6","3","7","7"
"SNRPD2P1","1","0","2","2","2","0","0","1","1","3","2","0","0","0"
"NUDT9P1"," 7"," 8"," 3"," 3","10"," 4"," 5"," 7"," 7"," 7"," 8","15","12"," 7"
"EIF2S2P3","0","1","2","0","2","0","0","0","1","0","0","0","0","0"
"MYOF"," 5"," 7"," 5"," 3"," 8"," 4"," 2","11"," 4"," 7","11"," 4"," 6"," 5"
"BMS1","33","33","36","37","33","27","28","30","26","28","31","38","29","27"
"HHEX","1","3","3","1","4","1","0","2","2","3","2","1","1","1"
"RPL21P90","1","0","1","4","0","2","1","0","2","2","6","3","1","1"
"CCSER2","125","120","121","112"," 86"," 79"," 94"," 75"," 94"," 79"," 61"," 91"," 66"," 64"
"REEP3","22","24","18","23","23","16","14","15","14","27","28","13","17","17"
"RNLS","6","5","5","5","5","4","5","3","4","4","4","5","4","4"
"ARHGAP19-SLIT1","3","4","3","6","6","3","6","9","4","4","7","7","6","6"
"NRG3-AS1","15","14"," 9","43","20","12","23","29","28","28","14","27","33","37"
"SDHCP2"," 4"," 4"," 3"," 9"," 4"," 2"," 4"," 6"," 3"," 8"," 7","10","11","10"
"TLL2","6","6","5","5","4","4","2","3","3","4","3","3","3","2"
"NRBF2","42","44","36","31","21","26","25","19","21","23","19","24","19","20"
"NPM1P26"," 7","12"," 5","13","11"," 7"," 9","13"," 7","12"," 7"," 6"," 9"," 5"
"TNKS2","97","87","89","84","67","53","58","62","63","60","53","63","55","50"
"EIF4A1P8","4","2","2","6","4","6","6","3","5","5","6","8","7","8"
"CRTAC1","30","33","32","17","15","40","31","27","24","19","19","29","12","11"
"DHTKD1","25","17","15","24","20","21","19","27","19","17","30","19","22","23"
"CYP26C1","1","0","0","1","0","0","0","1","1","1","1","0","1","1"
"RASSF4","28","19","16","19","25","21","20","22","18","26","35","21","28","27"
"PIK3AP1"," 2"," 4"," 6"," 2","14"," 4"," 2"," 3"," 2","12"," 5"," 2"," 1"," 3"
"ANKRD2","9","2","4","2","5","2","4","1","6","4","5","5","2","4"
"APBB1IP"," 5"," 6"," 7"," 6","11"," 7"," 4"," 7"," 6","10"," 7"," 5"," 2"," 3"
"LINC02664","1","2","1","2","2","1","2","1","2","2","2","2","2","4"
"FGFBP3","6","2","6","4","2","3","4","2","5","2","4","4","4","3"
"KAT6B","14","12","13","17","13"," 9","12","14","13","11","13","14","14","14"
"PLD5P1","2","2","1","2","3","1","2","1","3","3","2","2","1","1"
"ZNF25","152","185","169","163","112"," 90","101"," 81","114","103"," 64","117"," 93"," 80"
"LINC01375","0","1","0","1","1","1","0","1","0","1","1","0","0","0"
"DBF4P1","4","3","2","8","3","2","3","3","4","3","2","3","4","4"
"DYDC2","2","3","2","1","2","2","2","1","2","2","1","1","1","1"
"MARCHF5","37","30","33","36","25","22","25","24","23","22","15","22","20","21"
"RPA2P2","0","2","0","0","0","0","0","0","1","0","0","1","1","0"
"IPMK","14","15","11","14","10"," 9","10"," 8"," 9","10"," 6"," 7","10"," 9"
"CHUK","17","18","16","19","17","11","14","11","14","16","15","13","14","12"
"SFRP5","2","2","1","1","2","1","1","3","1","2","1","3","3","2"
"CPEB3","109","105","107","108"," 71"," 71"," 79"," 71"," 74"," 64"," 45"," 77"," 73"," 65"
"EXOC6","41","48","40","43","31","21","25","24","30","28","18","26","28","26"
"BICC1","10"," 7"," 7","12"," 8"," 5"," 6"," 8"," 6"," 6","10"," 6"," 8"," 8"
"RPL7AP50"," 8"," 7"," 7"," 7"," 6"," 3"," 4"," 5"," 8"," 9"," 8"," 6","10"," 4"
"CHST3","10"," 5"," 5"," 6","11"," 7"," 5"," 7"," 6","13","18"," 6"," 9","10"
"MARVELD1","10"," 4"," 3"," 5"," 4"," 3"," 4"," 4"," 6"," 5"," 6"," 5"," 5"," 3"
"KSR1P1","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"PHB1P9"," 6"," 5"," 3"," 8"," 6"," 4"," 9","11"," 7"," 9","14"," 6","10"," 9"
"NHP2P1","2","2","3","7","4","3","5","8","7","1","6","8","7","7"
"TLK2P2"," 8"," 6"," 6","18","14"," 5","11","14","11","12","23","14","21","23"
"MRPL35P2","0","1","0","0","1","0","0","0","0","0","1","0","0","1"
"RPS2P36","1","0","0","0","2","2","0","0","0","3","0","0","0","1"
"SCD","497","193","346","258","178","430","454","260","474","240","483","336","242","256"
"RPL17P35"," 3"," 4"," 2","15","10"," 2"," 5"," 4"," 6"," 8"," 4"," 5","13"," 5"
"HOGA1","2","1","1","2","2","1","1","2","2","2","4","3","2","3"
"C10orf62","0","0","0","0","0","1","1","1","0","1","2","1","0","1"
"BTRC","107"," 96","110"," 90"," 69"," 73"," 74"," 73"," 76"," 62"," 51"," 80"," 58"," 64"
"POLR3DP1","0","1","1","4","3","2","2","3","3","2","4","2","3","4"
"EMX2OS","28"," 7","13","38","21","14","20","30","22","16","40","18","32","31"
"SLC39A12-AS1","1","0","0","1","1","0","1","1","2","1","1","0","1","1"
"FAM171A1","136"," 98","119","111"," 80","103","110","110","104"," 86","100","111"," 92"," 90"
"ZNF33A","44","38","37","40","24","27","27","27","33","24","28","33","29","27"
"DEPP1"," 17"," 18"," 16"," 11","180"," 15"," 12"," 26"," 14","205"," 38"," 16"," 35"," 36"
"MTND5P42","0","1","1","0","2","2","0","0","1","0","1","1","1","1"
"MORN4","60","41","69","46","48","35","48","42","41","46","35","59","38","38"
"YWHAZP5","2","1","2","1","2","2","3","3","3","0","5","1","0","1"
"GSTO1"," 91","102"," 87"," 59"," 69"," 68"," 55"," 53"," 69"," 80"," 53"," 76"," 40"," 39"
"FRAT1","9","6","5","5","5","5","4","5","5","5","5","4","3","4"
"BLOC1S2","75","74","68","54","40","48","43","35","47","38","29","42","32","29"
"UBTD1","12"," 8"," 9","11","10","10","12"," 9"," 8"," 7","10"," 6"," 9"," 7"
"COMTD1","6","3","8","6","4","3","3","4","5","5","4","3","3","3"
"AVPI1","45","34","43","31","26","39","30","23","33","33","29","29","25","22"
"RRP12","17","16","14","11","14","18","23","16","14","15","16","18","15","16"
"CSTF2T","59","51","52","43","36","44","34","32","35","37","33","37","25","25"
"CYP2C61P"," 2"," 0"," 1"," 1"," 4"," 1"," 2"," 0"," 1","10"," 3"," 0"," 0"," 3"
"PCGF5","117","102"," 95","107"," 99"," 66"," 77"," 62"," 71"," 75"," 55"," 57"," 66"," 56"
"ARHGAP19","5","4","3","4","4","3","3","3","4","5","6","3","4","4"
"DPCD","25","28","30","26","14","23","24","23","19","19","24","24","16","16"
"POLL","15","11","12","15","12","14","12","12","11","15","17","17","13","12"
"CHUK-DT","2","4","1","4","4","2","2","3","2","3","3","1","2","5"
"FAM204A","15","14","15","17","13","10","12","10","12","10","12","12","10"," 9"
"FAM53B-AS1"," 5"," 6"," 5"," 7"," 9"," 8"," 6"," 9"," 7"," 7","11","12"," 9","11"
"FBXW4","23","18","23","27","22","23","26","30","27","26","30","28","25","22"
"ZRANB1","44","42","40","34","26","27","28","25","27","27","22","35","23","21"
"GOLGA7B","43","31","32","36","34","30","36","36","35","37","29","37","30","35"
"DNMBP-AS1","0","0","0","0","1","0","0","1","1","0","1","0","0","1"
"TIMM9P1"," 3"," 3"," 2","10"," 6"," 1","10"," 6"," 4"," 0"," 6"," 2"," 8"," 1"
"PDCD11","23","19","22","22","17","16","19","19","16","18","18","23","15","17"
"LINC02930","2","3","2","4","4","2","3","5","3","4","6","4","7","7"
"GOLGA7B-DT","1","0","1","2","2","1","1","1","3","5","2","2","3","2"
"EIF3A","96","80","99","92","82","65","76","84","82","89","94","99","77","81"
"THNSL1","24","27","22","23","18","21","18","17","20","14","15","14","14","13"
"RHOBTB1","19","23","18","19","15","19","16","18","16","14","19","20","17","17"
"ARMH3","29","26","26","32","31","23","27","28","22","29","27","27","25","24"
"ITPRIP-AS1","1","1","0","0","1","1","0","2","1","0","3","0","0","2"
"AGAP9"," 5"," 4"," 2"," 7"," 6"," 9"," 9"," 3","10"," 5","13","11"," 8"," 6"
"PGAM1","132","107","111"," 75"," 57"," 96"," 73"," 58"," 81"," 54"," 51"," 72"," 45"," 46"
"RPL34P20","2","3","1","0","3","2","4","1","0","0","4","2","1","1"
"FAM13C","31","25","29","26","20","23","24","23","24","24","32","34","29","26"
"SAMD8","104"," 90"," 86"," 98"," 82"," 62"," 70"," 66"," 64"," 67"," 65"," 60"," 64"," 60"
"RAD1P1","0","1","1","1","3","1","2","1","1","1","0","1","2","2"
"RPL17P36","3","7","4","3","2","4","1","0","5","4","4","4","3","1"
"ITPRIP","2","1","2","2","3","2","1","3","2","3","5","1","3","4"
"CFAP58","2","1","2","2","1","1","1","1","2","2","2","1","2","1"
"DNA2"," 7"," 8"," 6","10","15"," 7"," 7"," 9"," 9","13"," 7"," 6","12"," 9"
"ANXA2P3","1","2","2","7","9","1","3","2","2","4","3","2","5","6"
"PKD2L1"," 8","10"," 7"," 5"," 6"," 4"," 6"," 7"," 8"," 8"," 4"," 7"," 6"," 7"
"LINC02626","0","0","0","2","1","0","1","1","1","5","0","3","0","1"
"TMEM26","1","1","3","1","1","1","1","1","2","1","1","0","1","1"
"CCNY","89","86","79","75","48","57","60","58","56","46","44","54","49","49"
"DENND10","13","13","13","15","11","10","10","10","10","10"," 8","10","10"," 9"
"CACUL1","41","39","36","39","28","27","30","29","29","24","23","26","28","26"
"FRAT2","14","10"," 9"," 9"," 6"," 5"," 8"," 9"," 9"," 8"," 8"," 8","12"," 8"
"RPL19P16","0","1","0","0","1","1","0","1","0","0","1","0","0","0"
"RAB11FIP2","87","81","73","79","61","44","54","48","53","47","40","51","55","48"
"RPS8P4","0","1","1","1","2","0","1","4","1","2","2","1","3","3"
"FHIP2A","54","49","51","45","38","33","33","30","33","31","24","32","31","28"
"LDHAP5","1","0","1","0","1","1","1","0","0","1","2","0","0","1"
"FAM53B","26","19","20","19","18","22","17","17","18","23","26","29","23","21"
"RPL26P29","0","1","1","1","3","1","2","2","3","2","2","0","5","2"
"XIAPP1","1","1","2","2","2","0","0","1","2","2","0","1","0","0"
"FAM24B","3","2","4","2","5","1","3","3","4","4","4","4","7","3"
"PRLHR","6","3","3","2","2","2","3","2","3","1","1","3","2","3"
"RPS26P42"," 1"," 2"," 2"," 8"," 5"," 3"," 4","10"," 4"," 3","11"," 9","11"," 7"
"BTBD16","1","1","0","0","1","2","1","0","1","1","2","1","1","1"
"OAT","229","236","221","160","122","160","147","108","134","109"," 89","124"," 94"," 89"
"COX20P1","20","13"," 0","12"," 5"," 1"," 2"," 0"," 4"," 5"," 2"," 2","18","19"
