"","SRR11365272","SRR11365273","SRR11365275","SRR11365277","SRR11365279","SRR11365282","SRR11365284","SRR11365285","SRR11365286","SRR11365287","SRR11365288","SRR11365289","SRR11365291","SRR11365293","SRR11365294","SRR11365296","SRR11365299","SRR11365300","SRR11365301"
"RNU6-509P"," 2"," 6"," 2"," 3"," 4"," 0"," 3"," 6"," 3"," 1"," 6"," 4"," 3"," 2"," 3"," 8","14"," 2"," 0"
"RNU1-30P"," 3"," 4","12"," 0"," 0"," 1"," 4","17","12"," 3"," 8","12"," 0"," 7"," 1"," 0"," 0"," 8","10"
"RNA5SP144"," 5"," 7"," 6"," 2","12"," 7"," 0"," 5"," 3"," 4"," 0"," 3"," 0"," 3"," 3","11"," 0"," 4"," 3"
"RNU6-425P"," 7"," 3"," 3"," 3","14"," 5"," 0"," 8"," 3"," 1"," 0","10"," 3"," 7"," 2"," 2"," 3"," 2"," 0"
"RNU6-1294P"," 4"," 4","11"," 2"," 8"," 0","11"," 0"," 7"," 5"," 2"," 2"," 5"," 0","15"," 0"," 0"," 0"," 0"
"RNU1-100P","2","8","2","3","1","1","4","7","3","2","0","2","0","2","2","5","8","5","2"
"RNU6-1308P","2","0","0","0","0","0","0","4","0","0","2","2","0","2","0","0","0","0","0"
"RNU6-901P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"RNU2-20P","5","0","7","0","5","2","0","0","2","0","0","0","2","0","2","0","0","0","1"
"RNU6-1098P"," 9","18"," 4"," 6","11"," 3"," 8"," 2"," 2"," 4"," 6"," 2"," 0"," 0","13"," 2"," 8","13"," 1"
"MIR6828"," 0"," 3"," 3"," 0"," 3"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 9","10"," 0"," 0"," 0"," 0"
"MIR569","22"," 5","16","27","11","11","34"," 8"," 5","10"," 2","12"," 5","21","21","27"," 5","17"," 1"
"MIR551B","2","0","0","3","0","8","0","4","0","0","0","0","0","2","0","0","0","0","1"
"RNU6-315P","20","24","18","11"," 6"," 1"," 9"," 6","13"," 1"," 4"," 0"," 5"," 2","10","18"," 4"," 4"," 2"
"RNU6-547P","0","3","0","1","6","0","0","2","0","3","2","2","0","4","2","4","0","0","0"
"MIR7977","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SNORA63D","450","187","252","222","289","147","225","509","183","168","185","357","200","197","209","369","162","116","250"
"RN7SKP40","3","3","9","5","8","5","0","3","0","5","2","2","2","3","3","7","1","6","5"
"RNA5SP151","4","0","0","1","0","0","1","0","0","0","5","5","0","6","3","0","0","2","0"
"RNU6-486P","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"RNU6-505P"," 0","11"," 0"," 0"," 6"," 0"," 9"," 4"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 8"," 0"," 0"
"RNU6-720P"," 6","22","13"," 5","15"," 3"," 7","11"," 8"," 9"," 6","18"," 7","14","17","10","11"," 4"," 2"
"RNU4-4P","3","0","5","1","2","1","0","2","0","1","0","2","3","3","2","2","0","5","2"
"MIR4789","4","0","0","3","5","2","2","0","0","0","2","5","0","5","0","0","0","0","0"
"RNU6-681P","17","21","20","10","24"," 6","15","15"," 3","17"," 3","23","14","20"," 9","12"," 9","10","10"
"RNU6-1233P"," 3","10"," 2"," 4"," 2"," 3"," 8","14"," 1"," 0"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"
"RNU4-91P","5","3","0","6","3","2","6","3","0","0","0","0","0","4","1","2","3","3","0"
"RN7SKP296","15","28","22","20","16","13","13"," 2","10"," 5"," 7"," 1"," 2","10"," 2"," 3","18","27"," 8"
"RNU6-1279P","2","0","5","7","6","0","2","2","0","0","0","0","1","4","3","2","3","0","1"
"MIR28","16"," 2","18"," 7","10"," 4"," 0"," 5"," 0"," 5"," 2"," 2"," 2"," 0"," 5"," 3"," 2"," 2"," 3"
"RN7SL434P","2","1","4","3","6","2","1","1","3","4","1","0","2","5","1","1","0","3","0"
"RN7SL738P","1","2","1","1","3","1","1","5","0","1","0","2","0","3","1","1","0","1","0"
"MIR570","40","42","63","69","85","16","80","23","82","31","21","39","24","62","11","13","20","45"," 9"
"RNU6-1109P","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","4","0","0","0"
"RN7SL141P"," 9","12","20","14"," 2"," 5"," 6"," 9"," 7"," 3"," 3"," 3"," 6"," 5"," 5","11"," 8"," 9"," 4"
"GMFBP1"," 5"," 4"," 6"," 4"," 1"," 8"," 5"," 5"," 4"," 7"," 4"," 7","10"," 4","12"," 4","10"," 3","10"
"UBQLN4P1","2","1","4","3","7","2","6","6","3","2","4","4","2","6","5","4","3","4","4"
"GYG1","16","14","20","16","21","15","11","18","20","21","21","13","21","17","21","21","16","16","16"
"HLTF","29","41","50","43","51","33","40","61","17","35","31","40","51","37","37","77","39","42","60"
"HPS3","22","25","25","25","28","26","23","20","21","35","20","12","21","16","26","33","21","21","19"
"GATA2-AS1","2","1","2","0","2","1","0","1","1","2","2","1","2","1","0","1","1","2","1"
"TMED10P2","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"RPN1","146","120","182","150","185","213","159"," 97","152","216","182"," 82","148","102","176","260","200","145","304"
"POU5F1P6","3","1","1","0","3","0","2","1","0","1","2","1","1","2","5","3","0","4","0"
"MARK2P8"," 8","15","16"," 9","14"," 5"," 6"," 2","14"," 9"," 4"," 5"," 4","13","10","12"," 4"," 8"," 2"
