ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_23_P364107	4.34E-01	1.68E-01	-1.40766693	-5.42315845	-4.26E-01	MIS18BP1
A_23_P311020	5.16E-01	2.30E-01	-1.2218081	-5.65576248	-1.52E-01	MITD1
A_33_P3379506	6.79E-01	3.98E-01	-0.8546183	-6.02495841	-7.33E-02	MITD1
A_23_P73345	7.18E-01	4.47E-01	-0.76832369	-6.09363202	-9.39E-02	MITF
A_33_P3338733	8.24E-01	6.02E-01	-0.52622981	-6.24829338	-1.11E-01	MITF
A_23_P426663	9.56E-01	8.79E-01	0.15328573	-6.37436275	3.32E-02	MITF
A_33_P3279550	7.19E-01	4.49E-01	0.76459994	-6.09643677	9.89E-02	MIXL1
A_33_P3374210	1.06E-01	1.65E-02	2.51462838	-3.48273216	2.62E-01	MKI67
A_33_P3374205	3.44E-01	1.12E-01	1.62963127	-5.10729424	3.46E-01	MKI67
A_24_P346855	6.33E-01	3.44E-01	0.95916683	-5.93240292	2.95E-02	MKI67
A_23_P50897	1.05E-01	1.62E-02	-2.52415654	-3.46244336	-4.34E-01	MKI67IP
A_33_P3402763	1.20E-01	2.00E-02	-2.4348391	-3.65052777	-4.57E-01	MKI67IP
A_23_P79962	3.91E-01	1.40E-01	-1.50905259	-5.28390476	-3.20E-01	MKKS
A_33_P3388135	6.14E-01	3.24E-01	-1.00082256	-5.89270364	-1.27E-01	MKKS
A_23_P348138	2.31E-01	5.76E-02	-1.96159375	-4.56239757	-2.28E-01	MKL1
A_33_P3415678	7.62E-01	5.08E-01	0.66892122	-6.16396501	8.21E-02	MKL1
A_23_P54556	2.81E-01	7.97E-02	-1.80367587	-4.83203995	-4.50E-01	MKL2
A_24_P375205	8.47E-01	6.45E-01	-0.46423165	-6.27875802	-1.32E-01	MKL2
A_24_P914817	8.09E-01	5.78E-01	-0.56117246	-6.22946931	-4.55E-02	MKLN1
A_33_P3348159	9.55E-01	8.78E-01	-0.15411478	-6.37423551	-1.12E-02	MKLN1
A_23_P200126	2.86E-01	8.18E-02	-1.79033033	-4.85397406	-1.88E-01	MKNK1
A_24_P929754	7.18E-01	4.48E-01	-0.76767946	-6.09411821	-8.17E-02	MKNK2
A_23_P142310	8.21E-01	5.97E-01	-0.53327385	-6.24459442	-7.56E-02	MKNK2
A_23_P59798	4.27E-02	4.03E-03	-3.07227731	-2.213127	-2.51E-01	MKRN1
A_24_P410627	5.42E-01	2.53E-01	-1.1622378	-5.72394246	-2.76E-01	MKRN1
A_23_P57807	8.60E-01	6.72E-01	-0.42717319	-6.29516862	-7.10E-02	MKRN2
A_33_P3258923	6.40E-01	3.52E-01	0.9429605	-5.94741563	1.62E-01	MKRN3
A_32_P209624	6.24E-02	7.22E-03	2.84858215	-2.74150283	2.07E-01	MKRN7P
A_33_P3764663	8.02E-01	5.68E-01	0.57629488	-6.22095424	6.55E-02	MKRN9P
A_33_P3404623	6.24E-01	3.34E-01	0.97828926	-5.91437694	1.37E-01	MKS1
A_24_P330796	7.30E-01	4.64E-01	-0.73952682	-6.1149785	-7.28E-02	MKS1
A_24_P326491	8.26E-01	6.06E-01	-0.52003439	-6.25150669	-1.72E-01	MKX
A_23_P43350	2.38E-01	6.06E-02	1.93737842	-4.60493485	2.58E-01	MLANA
A_33_P3315679	8.58E-01	6.66E-01	0.4350634	-6.29178767	4.43E-02	MLANA
A_23_P211680	3.89E-01	1.39E-01	-1.5138177	-5.27715	-2.01E-01	MLC1
A_24_P304449	5.09E-01	2.24E-01	-1.23722947	-5.63760205	-8.16E-02	MLEC
A_23_P143906	1.77E-02	1.08E-03	-3.55548293	-0.99874187	-3.08E-01	MLF1
A_23_P419947	1.24E-01	2.10E-02	-2.41312365	-3.69553414	-3.79E-01	MLF1
A_24_P345679	2.99E-01	8.81E-02	-1.75300112	-4.91460518	-3.38E-01	MLF1
A_23_P254733	8.45E-01	6.42E-01	0.4689399	-6.27657654	5.69E-02	MLF1IP
A_23_P13873	2.23E-01	5.45E-02	-1.98797828	-4.51556884	-3.44E-01	MLF2
A_33_P3419720	1.64E-02	9.58E-04	-3.59760477	-0.88878754	-3.47E-01	MLH1
A_23_P69058	4.24E-02	3.98E-03	-3.07744873	-2.20063662	-2.96E-01	MLH1
A_33_P3636080	3.82E-01	1.34E-01	-1.53310422	-5.24962006	-1.40E-01	MLH3
A_23_P145555	1.85E-01	4.00E-02	-2.13056188	-4.25401077	-7.49E-01	MLIP
A_33_P3696837	5.64E-01	2.73E-01	-1.11260587	-5.77833643	-2.27E-01	MLK7-AS1
A_23_P61050	9.64E-01	9.00E-01	-0.12698542	-6.37804335	-4.59E-02	MLKL
A_33_P3390576	4.83E-01	2.03E-01	-1.29552341	-5.56707592	-9.85E-02	MLL
A_24_P136402	6.30E-01	3.41E-01	-0.96499613	-5.9269436	-1.25E-01	MLL
A_33_P3390570	6.42E-01	3.54E-01	-0.93809593	-5.95187448	-8.16E-02	MLL
A_33_P3307307	9.08E-01	7.69E-01	-0.29634539	-6.34227728	-2.56E-02	MLL
A_33_P3350343	9.68E-01	9.10E-01	-0.11347551	-6.37966569	-1.26E-02	MLL
A_33_P3340254	3.79E-01	1.32E-01	-1.54018914	-5.23943041	-3.44E-01	MLL2
A_33_P3301306	5.64E-01	2.74E-01	-1.11168928	-5.7793202	-2.18E-01	MLL3
A_33_P3321275	8.07E-01	5.75E-01	-0.56610105	-6.22671856	-4.04E-02	MLL3
A_23_P142421	5.43E-02	5.83E-03	-2.93144155	-2.54856904	-2.23E-01	MLL4
A_33_P3221761	4.38E-01	1.71E-01	1.39826589	-5.43563458	1.35E-01	MLL4
A_24_P196704	1.86E-01	4.05E-02	-2.12549388	-4.26354867	-1.59E-01	MLL5
A_24_P411863	3.69E-01	1.26E-01	-1.56499931	-5.20342548	-1.01E-01	MLL5
A_33_P3277407	6.09E-01	3.18E-01	1.01172208	-5.88205287	7.09E-02	MLL5
A_33_P3376239	7.77E-01	5.30E-01	-0.63453361	-6.18608977	-1.09E-01	MLL5
A_33_P3282394	5.13E-01	2.28E-01	-1.22740119	-5.64920012	-2.04E-01	MLLT1
A_33_P3289541	9.35E-01	8.29E-01	-0.21778603	-6.36241724	-1.75E-02	MLLT1
A_33_P3355071	3.98E-01	1.44E-01	-1.49326296	-5.30615358	-9.38E-02	MLLT10
A_24_P406714	4.05E-01	1.49E-01	-1.47534074	-5.3311577	-1.18E-01	MLLT10
A_24_P316102	6.77E-01	3.95E-01	0.86018202	-6.02028999	9.09E-02	MLLT10
A_23_P23346	2.76E-01	7.75E-02	-1.81767499	-4.80888661	-6.40E-01	MLLT11
A_23_P216693	4.38E-01	1.70E-01	-1.39887493	-5.43482859	-1.95E-01	MLLT3
A_24_P192627	7.07E-01	4.33E-01	-0.79332783	-6.07445793	-2.33E-01	MLLT3
A_23_P436353	2.73E-03	6.68E-05	-4.50867297	1.6063982	-3.31E-01	MLLT4
A_33_P3233105	1.13E-01	1.83E-02	-2.47147202	-3.57395948	-1.72E-01	MLLT4
A_33_P3278407	2.24E-01	5.46E-02	-1.98642911	-4.51833219	-1.31E-01	MLLT4
A_23_P256603	5.44E-01	2.54E-01	-1.15820982	-5.72843898	-1.42E-01	MLLT4
A_33_P3278410	9.44E-01	8.50E-01	0.19077828	-6.36792347	1.15E-02	MLLT4
A_33_P3376622	1.66E-01	3.37E-02	-2.20789212	-4.10632934	-1.74E-01	MLLT6
A_32_P98683	3.17E-01	9.78E-02	-1.69987136	-4.99904811	-1.20E-01	MLLT6
A_23_P19529	7.45E-01	4.84E-01	-0.70654849	-6.13845315	-1.53E-01	MLN
A_23_P36905	9.97E-01	9.92E-01	0.009978	-6.386048	8.00E-04	MLNR
A_23_P165783	6.53E-01	3.67E-01	-0.91353091	-5.97405535	-1.47E-01	MLPH
A_33_P3414157	8.71E-01	6.94E-01	0.39716437	-6.30746771	3.06E-02	MLPH
A_33_P3256054	8.27E-02	1.12E-02	2.67481089	-3.13476382	2.96E-01	MLST8
A_33_P3276519	2.27E-01	5.61E-02	-1.97427014	-4.53996116	-1.79E-01	MLST8
A_23_P164148	6.76E-02	8.16E-03	-2.80039337	-2.8521322	-2.15E-01	MLX
A_24_P415624	1.21E-01	2.02E-02	2.42970801	-3.66118803	2.40E-01	MLXIP
A_23_P9823	9.07E-01	7.67E-01	-0.29842797	-6.34166001	-3.17E-02	MLXIP
A_23_P145786	8.49E-01	6.48E-01	0.46016147	-6.28062635	4.59E-02	MLXIPL
A_23_P88817	9.96E-01	9.88E-01	-0.01563185	-6.38597566	-1.55E-03	MLYCD
A_33_P3405168	7.97E-01	5.59E-01	0.58944112	-6.21337145	1.11E-01	MMAA
A_33_P3367201	7.27E-02	9.13E-03	-2.75598435	-2.95302867	-5.97E-01	MMAB
A_33_P3390643	3.85E-03	1.12E-04	4.33462924	1.11567794	3.52E-01	MMACHC
A_24_P83586	9.63E-01	8.96E-01	-0.13122583	-6.37749658	-2.05E-02	MMACHC
A_23_P94932	3.21E-01	9.95E-02	-1.69067608	-5.01343983	-2.94E-01	MMADHC
A_23_P164047	1.08E-01	1.71E-02	-2.50053192	-3.51265108	-7.00E-01	MMD
A_23_P330301	7.78E-01	5.31E-01	0.63265287	-6.18726694	1.01E-01	MMD2
A_33_P3290707	3.73E-03	1.07E-04	4.35239343	1.16552357	2.82E-01	MME
A_24_P260101	6.07E-01	3.16E-01	1.01688045	-5.8769743	5.12E-02	MME
A_33_P3370094	9.52E-01	8.71E-01	0.16362353	-6.37272716	2.83E-02	MME
A_33_P3777207	6.07E-01	3.16E-01	1.01783274	-5.87603408	1.68E-01	MMEL1
A_23_P11224	4.86E-02	4.92E-03	-2.99680379	-2.39403653	-3.47E-01	MMGT1
A_23_P1691	8.55E-01	6.62E-01	0.44118799	-6.28912109	5.04E-02	MMP1
A_23_P13094	6.57E-01	3.72E-01	-0.90397873	-5.98252896	-1.51E-01	MMP10
A_23_P57417	9.63E-01	8.96E-01	0.13129905	-6.37748698	1.70E-02	MMP11
A_23_P150316	6.70E-01	3.87E-01	-0.87494393	-6.00776286	-1.20E-01	MMP12
A_33_P3221203	6.10E-01	3.20E-01	-1.00908199	-5.8846427	-1.56E-01	MMP13
A_24_P82106	9.13E-01	7.80E-01	0.28180499	-6.3464672	7.87E-02	MMP14
A_24_P116535	1.19E-02	5.94E-04	3.7660073	-0.44353479	2.35E-01	MMP15
A_24_P235400	2.38E-01	6.03E-02	-1.93948543	-4.60125048	-1.90E-01	MMP16
A_23_P136413	5.10E-01	2.25E-01	1.23489179	-5.64036836	9.39E-02	MMP17
A_24_P184445	1.95E-04	1.23E-06	5.81479509	5.38656884	3.38E-01	MMP19
A_23_P203888	2.35E-03	5.34E-05	4.582782	1.81682823	3.96E-01	MMP19
A_33_P3237135	8.32E-01	6.17E-01	0.50432262	-6.25948768	1.21E-01	MMP2
A_23_P47292	7.04E-01	4.30E-01	-0.79845596	-6.07045227	-4.09E-02	MMP20
A_23_P24211	2.18E-01	5.24E-02	-2.00592156	-4.48343775	-2.26E-01	MMP21
A_23_P74088	5.40E-01	2.51E-01	1.16655409	-5.71910807	2.53E-01	MMP23B
A_33_P3398331	6.10E-02	6.98E-03	-2.86180414	-2.71094355	-3.41E-01	MMP24
A_33_P3262124	3.13E-03	8.23E-05	4.4389484	1.40919477	3.51E-01	MMP25
A_23_P376557	5.84E-01	2.93E-01	1.06767547	-5.82566862	1.21E-01	MMP25
A_23_P2052	9.48E-01	8.61E-01	0.17652356	-6.37053676	8.72E-03	MMP26
A_33_P3398316	9.75E-01	9.30E-01	-0.08904575	-6.38213676	-4.31E-03	MMP27
A_24_P196592	3.91E-01	1.40E-01	1.50887507	-5.28415604	1.13E-01	MMP28
A_23_P161698	9.87E-01	9.64E-01	0.04529682	-6.38507268	1.54E-03	MMP3
A_23_P52761	5.25E-01	2.38E-01	1.20017935	-5.68088019	2.05E-01	MMP7
A_23_P24493	5.40E-01	2.51E-01	1.16661794	-5.71903643	4.94E-01	MMP8
A_23_P40174	2.90E-02	2.25E-03	3.29030408	-1.67655233	1.53E-01	MMP9
A_33_P3212257	4.87E-01	2.07E-01	-1.28502698	-5.57999319	-1.92E-01	MMRN1
A_23_P150064	3.56E-01	1.19E-01	1.59654275	-5.1569286	2.83E-01	MMRN2
A_33_P3278211	8.96E-01	7.43E-01	-0.33060937	-6.33157498	-6.24E-02	MMRN2
A_23_P46982	9.53E-01	8.71E-01	0.16323211	-6.37279102	2.88E-02	MMS19
A_32_P95914	2.07E-01	4.83E-02	-2.04467233	-4.41326847	-1.83E-01	MMS22L
A_24_P83678	4.86E-01	2.06E-01	1.28925433	-5.57480235	3.15E-01	MMS22L
A_23_P6381	4.89E-02	4.97E-03	-2.9928976	-2.4033283	-7.08E-01	MN1
A_23_P32615	9.14E-01	7.81E-01	-0.27970937	-6.34705378	-6.10E-02	MNAT1
A_23_P133123	7.50E-01	4.91E-01	0.69609287	-6.14567848	6.71E-02	MND1
A_23_P137935	4.17E-01	1.57E-01	1.44643593	-5.37092185	4.67E-01	MNDA
A_23_P3302	9.44E-01	8.50E-01	0.1903925	-6.36799686	5.97E-02	MNS1
A_33_P3246733	4.70E-03	1.51E-04	-4.23496123	0.83712068	-2.63E-01	MNT
A_23_P341443	2.57E-01	6.89E-02	-1.87543445	-4.7118007	-1.36E-01	MNT
A_32_P6015	9.42E-01	8.44E-01	0.19765631	-6.36659013	1.71E-02	MNX1
A_23_P205389	3.01E-01	8.94E-02	-1.74575695	-4.9262475	-3.91E-01	MOAP1
A_23_P64499	8.24E-01	6.02E-01	-0.52611136	-6.24835516	-4.36E-02	MOB2
A_33_P3347622	3.97E-02	3.62E-03	3.11350055	-2.11323168	1.51E-01	MOBKL1A
A_33_P3317073	8.06E-02	1.07E-02	-2.69110515	-3.09856709	-3.50E-01	MOBKL1A
A_23_P347059	9.13E-02	1.31E-02	-2.61165057	-3.2736942	-3.47E-01	MOBKL1A
A_24_P379765	7.05E-01	4.31E-01	0.79715513	-6.07147073	9.71E-02	MOBKL1B
A_23_P108922	9.39E-01	8.39E-01	0.20436337	-6.36524457	2.68E-02	MOBKL1B
A_23_P130919	9.96E-01	9.90E-01	0.01277838	-6.38601616	1.58E-03	MOBKL2A
A_23_P146551	5.89E-01	2.98E-01	-1.05672631	-5.83692633	-1.71E-01	MOBKL2B
A_24_P32085	6.71E-01	3.89E-01	-0.87240037	-6.00993591	-2.57E-01	MOBKL2B
A_33_P3284883	7.80E-01	5.35E-01	-0.62715522	-6.19068838	-9.61E-02	MOBKL2B
A_23_P166	9.56E-01	8.81E-01	0.15068062	-6.37475811	2.50E-02	MOBKL2C
A_24_P225719	3.35E-01	1.07E-01	-1.65169434	-5.07371315	-4.43E-01	MOBKL3
A_23_P210274	3.51E-01	1.16E-01	-1.61045382	-5.13616817	-2.98E-01	MOBKL3
A_23_P109614	3.43E-01	1.11E-01	-1.63217753	-5.10343847	-5.12E-01	MOBP
A_24_P794458	7.66E-01	5.14E-01	-0.6598911	-6.16988522	-2.57E-01	MOBP
A_33_P3391439	8.00E-01	5.64E-01	-0.58185067	-6.21777012	-1.77E-01	MOBP
A_23_P67042	2.87E-01	8.23E-02	1.78769035	-4.85829696	2.40E-01	MOCOS
A_23_P58993	3.04E-01	9.08E-02	-1.73781422	-4.93896599	-1.24E-01	MOCS1
A_33_P3250612	3.87E-01	1.37E-01	-1.52014325	-5.2681544	-1.29E-01	MOCS1
A_23_P92967	6.36E-01	3.47E-01	-0.95209315	-5.93898548	-1.48E-01	MOCS2
A_33_P3350202	2.51E-02	1.81E-03	3.36897411	-1.47818664	2.72E-01	MOCS3
A_33_P3391791	8.23E-01	6.01E-01	-0.52734003	-6.2477136	-1.85E-01	MOG
A_33_P3414242	9.06E-01	7.64E-01	-0.30220033	-6.34053092	-7.35E-02	MOG
A_23_P142574	9.29E-01	8.15E-01	-0.23513762	-6.35849665	-5.87E-02	MOGAT1
A_33_P3353866	2.88E-03	7.26E-05	4.48099809	1.52803139	5.21E-01	MOGAT2
A_23_P317796	4.75E-01	1.98E-01	1.31274424	-5.5456768	1.50E-01	MOGAT3
A_23_P108662	6.77E-01	3.95E-01	-0.86036878	-6.02013278	-7.33E-02	MOGS
A_23_P41075	8.76E-02	1.22E-02	2.63847258	-3.21496473	1.78E-01	MON1A
A_24_P44596	7.77E-02	1.02E-02	-2.71356871	-3.04843048	-2.62E-01	MON1B
A_33_P3308626	4.83E-01	2.04E-01	-1.29452323	-5.56831089	-8.82E-02	MON1B
A_33_P3346937	2.11E-01	4.98E-02	-2.03043572	-4.43917092	-1.55E-01	MON2
A_33_P3346936	5.15E-01	2.29E-01	-1.22363485	-5.65362218	-1.44E-01	MON2
A_23_P333138	6.58E-01	3.73E-01	-0.90247124	-5.98385848	-2.69E-01	MON2
A_24_P419028	2.48E-01	6.48E-02	1.90495979	-4.66121477	1.85E-01	MOP-1
A_23_P83683	2.25E-01	5.52E-02	1.98180873	-4.52656361	2.45E-01	MORC1
A_24_P100234	8.71E-01	6.93E-01	-0.39766206	-6.30727096	-6.62E-02	MORC2
A_32_P122793	7.56E-01	4.99E-01	-0.6834089	-6.15430302	-1.53E-01	MORC2-AS1
A_23_P325501	5.52E-01	2.62E-01	-1.13887069	-5.74982611	-1.44E-01	MORC3
A_23_P171117	9.04E-01	7.59E-01	-0.30881149	-6.33851815	-4.86E-02	MORC4
A_24_P398898	4.49E-01	1.78E-01	-1.37220405	-5.46982991	-2.30E-01	MORF4L1
A_23_P114405	3.73E-01	1.29E-01	-1.55463681	-5.21852461	-3.79E-01	MORF4L2
A_24_P165205	3.09E-02	2.48E-03	3.25404961	-1.76714809	3.72E-01	MORN1
A_33_P3308432	1.54E-01	2.97E-02	2.26392569	-3.99684365	1.88E-01	MORN1
A_33_P3308434	5.67E-01	2.76E-01	-1.1064398	-5.78493989	-9.51E-02	MORN1
A_32_P69465	8.82E-01	7.14E-01	-0.36889488	-6.31824192	-5.12E-02	MORN2
A_33_P3380126	8.94E-02	1.26E-02	-2.6249289	-3.24467005	-4.31E-01	MORN3
A_33_P3422466	1.96E-01	4.42E-02	-2.08546738	-4.33826077	-2.72E-01	MORN3
A_23_P430902	2.96E-02	2.31E-03	-3.27986424	-1.70269421	-3.03E-01	MORN4
A_24_P230938	9.45E-01	8.52E-01	-0.18735589	-6.36856935	-4.77E-02	MORN4
A_24_P401491	9.41E-01	8.43E-01	0.19963437	-6.36619795	3.18E-02	MORN5
A_23_P157513	1.04E-02	4.88E-04	3.83425956	-0.260658	3.79E-01	MOS
A_33_P3247205	2.37E-01	6.01E-02	-1.94158909	-4.59756877	-3.41E-01	MOSC1
A_33_P3293362	5.23E-01	2.36E-01	-1.20507834	-5.67522709	-1.22E-01	MOSC1
A_33_P3219434	9.36E-02	1.36E-02	-2.59550858	-3.30884467	-2.16E-01	MOSC2
A_23_P200685	5.47E-01	2.57E-01	-1.15242112	-5.73487571	-8.61E-02	MOSC2
A_23_P73835	5.88E-01	2.97E-01	-1.05821825	-5.83539875	-2.14E-01	MOSPD1
A_33_P3330353	9.94E-01	9.82E-01	0.02293399	-6.38583496	6.05E-03	MOSPD1
A_23_P406986	8.09E-01	5.78E-01	-0.56184223	-6.22909688	-1.32E-01	MOSPD2
A_23_P111492	3.44E-02	2.91E-03	-3.19483664	-1.91396485	-2.01E-01	MOSPD3
A_33_P3321946	2.62E-01	7.08E-02	1.8621964	-4.73427211	2.97E-01	MOSPD3
A_23_P161125	5.73E-01	2.82E-01	1.0918639	-5.80041362	1.56E-01	MOV10
A_33_P3264269	7.80E-01	5.34E-01	-0.62760197	-6.19041144	-9.69E-02	MOV10
A_33_P3409027	4.82E-04	4.94E-06	5.36347019	4.06979476	1.03	MOV10L1
A_24_P231010	7.53E-02	9.66E-03	-2.73363471	-3.0034166	-5.21E-01	MOV10L1
A_23_P143774	9.86E-01	9.59E-01	0.05201382	-6.38474615	8.90E-03	MOV10L1
A_23_P31064	5.65E-02	6.20E-03	-2.90757144	-2.60449453	-5.41E-01	MOXD1
A_33_P3301778	3.42E-01	1.11E-01	1.6331784	-5.10192145	3.32E-01	MOXD2P
A_24_P198844	3.80E-01	1.33E-01	-1.53769958	-5.2430156	-1.16E-01	MPDU1
A_33_P3268464	4.89E-01	2.08E-01	1.28232472	-5.58330321	1.16E-01	MPDU1
A_33_P3268466	9.29E-01	8.16E-01	0.23381978	-6.35880492	1.77E-02	MPDU1
A_23_P396328	5.77E-01	2.86E-01	-1.0825384	-5.81021298	-1.99E-01	MPDZ
A_23_P71598	8.11E-01	5.81E-01	0.55740875	-6.23155401	5.59E-02	MPDZ
A_33_P3212232	6.51E-01	3.65E-01	-0.91717837	-5.97079733	-2.37E-01	MPEG1
A_24_P153568	7.83E-01	5.39E-01	-0.62052526	-6.19477566	-2.37E-01	MPEG1
A_24_P48162	8.07E-02	1.08E-02	-2.69052816	-3.09985131	-1.79E-01	MPG
A_23_P5586	4.28E-01	1.64E-01	-1.42197696	-5.40402446	-1.50E-01	MPHOSPH10
A_23_P140848	3.94E-01	1.42E-01	-1.50233432	-5.29339645	-4.27E-01	MPHOSPH6
A_23_P204967	7.83E-01	5.38E-01	-0.62198665	-6.19387838	-8.00E-02	MPHOSPH8
A_24_P398500	8.84E-01	7.19E-01	0.36211592	-6.32070829	3.55E-02	MPHOSPH9
A_23_P60579	3.21E-01	9.95E-02	-1.69116246	-5.01268025	-1.47E-01	MPI
A_33_P3325897	1.78E-02	1.08E-03	3.55365022	-1.00351249	6.07E-01	MPL
A_24_P156769	6.17E-01	3.27E-01	-0.99426824	-5.89905593	-2.32E-01	MPL
A_24_P44931	1.39E-01	2.55E-02	-2.33022617	-3.86467686	-2.87E-01	MPND
A_23_P141173	5.37E-01	2.48E-01	-1.17498607	-5.70961614	-5.42E-01	MPO
A_23_P171296	6.24E-01	3.35E-01	-0.97757088	-5.91506023	-2.27E-01	MPP1
A_33_P3247858	9.96E-01	9.89E-01	0.01421115	-6.38599684	2.01E-03	MPP1
A_23_P394259	2.17E-03	4.73E-05	-4.6231861	1.93188985	-4.63E-01	MPP2
A_33_P3360611	2.93E-01	8.56E-02	-1.76748161	-4.89121221	-4.80E-01	MPP2
A_23_P141345	8.24E-01	6.03E-01	-0.52430041	-6.2492981	-5.38E-02	MPP3
A_33_P3404480	5.89E-01	2.97E-01	-1.05714523	-5.8364976	-2.59E-01	MPP4
A_23_P131263	7.68E-01	5.16E-01	0.65568129	-6.17261837	5.50E-02	MPP4
A_33_P3248967	1.30E-01	2.29E-02	-2.37706992	-3.76962097	-3.58E-01	MPP5
A_23_P71053	4.07E-01	1.50E-01	-1.47060563	-5.3377194	-1.94E-01	MPP6
A_33_P3229477	8.45E-01	6.41E-01	-0.46972374	-6.27621125	-3.35E-02	MPP7
A_23_P27285	2.00E-01	4.55E-02	-2.07147387	-4.36412028	-2.39E-01	MPPE1
A_24_P390833	8.27E-01	6.07E-01	-0.51894211	-6.25206933	-6.11E-02	MPPE1
A_23_P146855	4.81E-01	2.02E-01	-1.30008161	-5.56143672	-2.27E-01	MPPED1
A_33_P3263459	6.91E-01	4.13E-01	-0.82770479	-6.04713043	-1.41E-01	MPPED1
A_32_P105825	1.16E-01	1.91E-02	-2.45433506	-3.60987849	-3.00E-01	MPPED2
A_33_P3315385	4.02E-01	1.47E-01	-1.48270022	-5.32092235	-3.51E-01	MPPED2
A_33_P3315390	8.96E-01	7.43E-01	-0.32980014	-6.33184115	-8.49E-02	MPPED2
A_33_P3230526	3.45E-02	2.92E-03	-3.19293408	-1.91865811	-2.05E-01	MPRIP
A_23_P15348	1.28E-01	2.22E-02	-2.38927479	-3.74463066	-2.31E-01	MPRIP
A_33_P3230528	8.34E-01	6.21E-01	0.49936892	-6.26195395	1.30E-01	MPRIP
A_33_P3230541	8.42E-01	6.36E-01	0.47759052	-6.27251177	1.12E-01	MPRIP
A_23_P132285	6.96E-01	4.19E-01	-0.81781337	-6.05510783	-1.02E-01	MPST
A_33_P3357087	1.71E-01	3.54E-02	-2.18636214	-4.14784804	-2.11E-01	MPV17
A_33_P3415207	3.41E-01	1.11E-01	-1.63585483	-5.09786086	-1.43E-01	MPV17
A_33_P3415211	3.52E-01	1.17E-01	-1.60824119	-5.13948062	-1.41E-01	MPV17
A_33_P3415216	4.88E-01	2.07E-01	-1.2844172	-5.58074068	-1.50E-01	MPV17
A_23_P357351	6.11E-03	2.22E-04	-4.10451992	0.47561748	-3.25E-01	MPV17L
A_23_P165130	6.04E-01	3.13E-01	-1.02359777	-5.87032441	-1.24E-01	MPV17L2
A_23_P138089	3.06E-01	9.19E-02	1.73141116	-4.94918356	1.94E-01	MPZ
A_33_P3368991	3.70E-01	1.27E-01	-1.5620684	-5.20770494	-4.47E-01	MPZ
A_33_P3215953	6.21E-02	7.18E-03	-2.85079119	-2.73640328	-3.53E-01	MPZL1
A_23_P476	1.46E-01	2.74E-02	-2.29939365	-3.92648915	-3.77E-01	MPZL1
A_33_P3215948	2.89E-02	2.24E-03	3.29190832	-1.67253137	7.04E-01	MPZL2
A_23_P150379	7.10E-01	4.37E-01	0.78541246	-6.08059186	6.59E-02	MPZL2
A_24_P270033	6.90E-01	4.12E-01	-0.83003869	-6.04523469	-1.09E-01	MPZL3
A_33_P3215933	8.30E-01	6.14E-01	-0.50929083	-6.25699009	-1.19E-01	MPZL3
A_23_P431939	1.01E-01	1.52E-02	2.54870427	-3.40992963	3.01E-01	MR1
A_23_P74928	6.61E-01	3.76E-01	-0.89637897	-5.98920988	-1.26E-01	MR1
A_23_P381172	1.57E-01	3.07E-02	2.24885347	-4.02649524	5.03E-01	MRAP
A_24_P126210	4.06E-01	1.49E-01	-1.47407721	-5.33291046	-3.05E-01	MRAP
A_23_P357207	6.32E-01	3.43E-01	-0.96073129	-5.93094083	-3.03E-01	MRAP2
A_24_P88850	9.16E-01	7.87E-01	0.27280559	-6.34895534	2.89E-02	MRAS
A_23_P12746	9.78E-01	9.37E-01	0.07913372	-6.38296943	2.34E-02	MRC1
A_33_P3364741	1.06E-01	1.64E-02	-2.51815546	-3.47522795	-4.60E-01	MRC2
A_23_P150189	9.98E-01	9.96E-01	-0.00544015	-6.38608295	-6.13E-04	MRE11A
A_23_P108948	6.10E-01	3.19E-01	-1.0104073	-5.88334342	-1.77E-01	MREG
A_24_P351283	9.47E-01	8.57E-01	-0.18206349	-6.36954518	-3.90E-02	MREG
A_24_P11965	5.71E-02	6.30E-03	-2.90134762	-2.61903085	-2.77E-01	MRFAP1
A_23_P144453	6.04E-02	6.88E-03	-2.86728777	-2.69824391	-4.75E-01	MRFAP1
A_23_P133058	1.52E-01	2.93E-02	-2.27027686	-3.98430493	-2.80E-01	MRFAP1L1
A_23_P127352	5.65E-03	1.98E-04	4.14329419	0.58269295	9.07E-01	MRGPRD
A_24_P315638	3.12E-03	8.18E-05	4.44096679	1.41489231	4.85E-01	MRGPRE
A_23_P432573	7.84E-02	1.03E-02	2.70829294	-3.06022989	7.61E-01	MRGPRF
A_33_P3251984	8.48E-02	1.16E-02	2.65848415	-3.17088765	2.61E-01	MRGPRF
A_33_P3303176	8.46E-01	6.44E-01	0.4660997	-6.2778951	4.34E-02	MRGPRG
A_23_P365725	4.34E-02	4.13E-03	3.06334607	-2.23467017	3.94E-01	MRGPRX1
A_33_P3414187	6.04E-01	3.13E-01	1.02407123	-5.86985415	1.72E-01	MRGPRX2
A_23_P389371	1.67E-01	3.39E-02	2.20533272	-4.11128101	4.56E-01	MRGPRX3
A_23_P161983	7.72E-02	1.00E-02	2.71807845	-3.03833253	6.06E-01	MRGPRX4
A_24_P279797	8.29E-01	6.11E-01	-0.51296842	-6.25512578	-1.75E-02	MRI1
A_23_P15603	1.08E-01	1.70E-02	2.50370503	-3.5059265	1.59E-01	MRM1
